Gene	adj.P.Val
ENSMUSG00000075010.4	0.343741301554461
ENSMUSG00000024544.8	0.343741301554461
ENSMUSG00000068922.14	0.343924561617188
ENSMUSG00000061859.16	0.343924561617188
ENSMUSG00000029017.13	0.343924561617188
ENSMUSG00000024981.5	0.344086662932525
ENSMUSG00000022311.15	0.344086662932525
ENSMUSG00000051663.4	0.344095561465012
ENSMUSG00000033955.12	0.344157847555246
ENSMUSG00000084159.1	0.344224595751057
ENSMUSG00000106535.1	0.344224595751057
ENSMUSG00000097788.1	0.344224595751057
ENSMUSG00000097848.1	0.344321234469284
ENSMUSG00000007944.8	0.344705879549912
ENSMUSG00000039774.12	0.345091288522848
ENSMUSG00000056938.16	0.345091288522848
ENSMUSG00000034780.6	0.345091288522848
ENSMUSG00000099966.1	0.345091288522848
ENSMUSG00000030204.10	0.345213367428917
ENSMUSG00000032796.7	0.345213367428917
ENSMUSG00000027583.13	0.345501775531728
ENSMUSG00000102543.5	0.345527380564872
ENSMUSG00000097317.1	0.34567201194296
ENSMUSG00000026240.12	0.345710704670173
ENSMUSG00000034800.15	0.345710704670173
ENSMUSG00000039531.7	0.345710704670173
ENSMUSG00000088226.1	0.345710704670173
ENSMUSG00000006095.12	0.345710704670173
ENSMUSG00000098882.1	0.345730173307751
ENSMUSG00000016386.15	0.346102994179406
ENSMUSG00000024479.2	0.346167837746403
ENSMUSG00000009575.14	0.346262568082815
ENSMUSG00000102964.1	0.346422701076806
ENSMUSG00000029111.7	0.346455674142168
ENSMUSG00000078907.1	0.346508595637675
ENSMUSG00000097960.1	0.347039827702477
ENSMUSG00000064299.5	0.347120305411168
ENSMUSG00000030815.11	0.34728629178456
ENSMUSG00000041189.9	0.34736534505063
ENSMUSG00000086096.1	0.3476256390774
ENSMUSG00000027562.12	0.347720736323779
ENSMUSG00000028362.2	0.34774246015236
ENSMUSG00000022710.17	0.347925835750163
ENSMUSG00000048502.14	0.348107574739308
ENSMUSG00000044052.3	0.348497202998413
ENSMUSG00000047221.5	0.348707732349389
ENSMUSG00000006930.15	0.348707732349389
ENSMUSG00000038160.6	0.34903628875
ENSMUSG00000036561.7	0.349631860945581
ENSMUSG00000103103.1	0.349726358730739
ENSMUSG00000078773.11	0.349789240284127
ENSMUSG00000022853.6	0.349791146839871
ENSMUSG00000103012.1	0.349815171386891
ENSMUSG00000053749.12	0.349815171386891
ENSMUSG00000039656.16	0.349815171386891
ENSMUSG00000013701.12	0.349815171386891
ENSMUSG00000022159.16	0.349826927620429
ENSMUSG00000080727.2	0.349919760995987
ENSMUSG00000061130.12	0.349972757219014
ENSMUSG00000038206.13	0.349980520962226
ENSMUSG00000103821.1	0.349980520962226
ENSMUSG00000034957.10	0.350162460814493
ENSMUSG00000020873.13	0.350162460814493
ENSMUSG00000105112.1	0.350162460814493
ENSMUSG00000022468.11	0.350162460814493
ENSMUSG00000055202.10	0.350162460814493
ENSMUSG00000086224.8	0.350162460814493
ENSMUSG00000063623.3	0.350162460814493
ENSMUSG00000003199.16	0.350162460814493
ENSMUSG00000047719.2	0.350540862166516
ENSMUSG00000027425.18	0.350599576745403
ENSMUSG00000023977.14	0.350702014619093
ENSMUSG00000029993.16	0.350821069167752
ENSMUSG00000036381.13	0.350928170347682
ENSMUSG00000108010.1	0.350928170347682
ENSMUSG00000036764.11	0.351142855329667
ENSMUSG00000021936.13	0.351142855329667
ENSMUSG00000107715.1	0.351144525933025
ENSMUSG00000034265.7	0.351456202822518
ENSMUSG00000079677.1	0.351471788749186
ENSMUSG00000103570.1	0.351471788749186
ENSMUSG00000030417.15	0.351552688035248
ENSMUSG00000089760.1	0.351669162012674
ENSMUSG00000026035.15	0.351802455404276
ENSMUSG00000053166.14	0.351925883693087
ENSMUSG00000001763.14	0.351975427698601
ENSMUSG00000049488.14	0.351975427698601
ENSMUSG00000026924.17	0.351975427698601
ENSMUSG00000023852.13	0.351983707668951
ENSMUSG00000042333.14	0.352010432019462
ENSMUSG00000040322.10	0.352639027059214
ENSMUSG00000019178.17	0.352719581851942
ENSMUSG00000086844.1	0.352719581851942
ENSMUSG00000033931.8	0.352719581851942
ENSMUSG00000004885.5	0.352872626711973
ENSMUSG00000085289.1	0.352913626313227
ENSMUSG00000005681.12	0.352913626313227
ENSMUSG00000082932.3	0.353171767297114
ENSMUSG00000028099.8	0.353171767297114
ENSMUSG00000021018.7	0.353171767297114
ENSMUSG00000106028.1	0.353171767297114
ENSMUSG00000029657.15	0.353172070160764
ENSMUSG00000015189.12	0.353288983649776
ENSMUSG00000020792.15	0.353336937834425
ENSMUSG00000014778.10	0.353446264514072
ENSMUSG00000042613.9	0.353461353934361
ENSMUSG00000109385.1	0.353461353934361
ENSMUSG00000003039.8	0.353522412816432
ENSMUSG00000034801.13	0.353558055418995
ENSMUSG00000092448.1	0.353752645060799
ENSMUSG00000021693.19	0.354009025569673
ENSMUSG00000097692.2	0.354299540404399
ENSMUSG00000024594.8	0.354330062745818
ENSMUSG00000018974.7	0.354452565184813
ENSMUSG00000005611.15	0.354659089381259
ENSMUSG00000034432.11	0.354659089381259
ENSMUSG00000010721.15	0.354665641407631
ENSMUSG00000034773.16	0.354681140468958
ENSMUSG00000079334.8	0.354681140468958
ENSMUSG00000029817.11	0.35469508459706
ENSMUSG00000108472.1	0.354760085933163
ENSMUSG00000015966.16	0.354992547859447
ENSMUSG00000046607.6	0.354992547859447
ENSMUSG00000027559.5	0.355370960759262
ENSMUSG00000030894.5	0.355370960759262
ENSMUSG00000045854.4	0.355529627458835
ENSMUSG00000081111.3	0.3556313441291
ENSMUSG00000037126.15	0.355790863046305
ENSMUSG00000108688.1	0.355850898044571
ENSMUSG00000001131.11	0.355911819578877
ENSMUSG00000052299.8	0.355913114591131
ENSMUSG00000038807.18	0.355958304205803
ENSMUSG00000029790.16	0.356091736795233
ENSMUSG00000068079.5	0.356091736795233
ENSMUSG00000005699.15	0.356275984471738
ENSMUSG00000074093.4	0.356409890314184
ENSMUSG00000109787.1	0.356516040804498
ENSMUSG00000052942.13	0.356643130532062
ENSMUSG00000062585.11	0.356775718054003
ENSMUSG00000027820.12	0.356775718054003
ENSMUSG00000026504.17	0.356830857099524
ENSMUSG00000036480.9	0.356881150256578
ENSMUSG00000037251.5	0.356881150256578
ENSMUSG00000010025.19	0.356881150256578
ENSMUSG00000104125.1	0.356881150256578
ENSMUSG00000035239.6	0.3569341707979
ENSMUSG00000028005.13	0.357048172907996
ENSMUSG00000097792.1	0.357585349475853
ENSMUSG00000035283.4	0.35762012547983
ENSMUSG00000086392.9	0.357683811347374
ENSMUSG00000024338.14	0.357776767455097
ENSMUSG00000102774.1	0.357776767455097
ENSMUSG00000011263.16	0.357776767455097
ENSMUSG00000026377.12	0.357776767455097
ENSMUSG00000041453.12	0.357776767455097
ENSMUSG00000058665.8	0.357776767455097
ENSMUSG00000025241.15	0.35782986253446
ENSMUSG00000086657.2	0.35782986253446
ENSMUSG00000068264.11	0.358027650234436
ENSMUSG00000097574.1	0.358032685122754
ENSMUSG00000038594.8	0.358032685122754
ENSMUSG00000073063.3	0.358032685122754
ENSMUSG00000042462.4	0.358242539169977
ENSMUSG00000105135.1	0.358242539169977
ENSMUSG00000039904.9	0.358278134681664
ENSMUSG00000027690.13	0.358278134681664
ENSMUSG00000085735.1	0.358278134681664
ENSMUSG00000090963.2	0.358438576133636
ENSMUSG00000027998.11	0.358438576133636
ENSMUSG00000030905.5	0.358440964325332
ENSMUSG00000032062.1	0.358509447241096
ENSMUSG00000026260.12	0.358515816021883
ENSMUSG00000054763.9	0.359000674748888
ENSMUSG00000105100.1	0.359157936138269
ENSMUSG00000042744.16	0.359166743058868
ENSMUSG00000045757.6	0.359175033566608
ENSMUSG00000032369.13	0.359457501791463
ENSMUSG00000038844.8	0.359457501791463
ENSMUSG00000019102.10	0.359694001564571
ENSMUSG00000087968.1	0.359694001564571
ENSMUSG00000019235.8	0.359694001564571
ENSMUSG00000055148.7	0.359694001564571
ENSMUSG00000042063.11	0.359904046605789
ENSMUSG00000063646.14	0.359904046605789
ENSMUSG00000031622.15	0.359904046605789
ENSMUSG00000009585.17	0.360158492914948
ENSMUSG00000029007.8	0.360728068677541
ENSMUSG00000045282.7	0.360755773832998
ENSMUSG00000020196.9	0.36082663333959
ENSMUSG00000024150.11	0.361092169462255
ENSMUSG00000048200.12	0.361113522013725
ENSMUSG00000020546.14	0.361126768947363
ENSMUSG00000051306.7	0.361126768947363
ENSMUSG00000027346.15	0.361126768947363
ENSMUSG00000037938.4	0.361126768947363
ENSMUSG00000026048.16	0.361175052251908
ENSMUSG00000003038.15	0.361317332768307
ENSMUSG00000020399.14	0.361336953779695
ENSMUSG00000031429.14	0.361336953779695
ENSMUSG00000039116.5	0.361722176683792
ENSMUSG00000014030.15	0.361928917746496
ENSMUSG00000044024.15	0.361928917746496
ENSMUSG00000109473.1	0.362246532945558
ENSMUSG00000025856.15	0.362299064720398
ENSMUSG00000085783.3	0.363012525556249
ENSMUSG00000031289.10	0.363012525556249
ENSMUSG00000040473.15	0.363012525556249
ENSMUSG00000087479.1	0.363026485174804
ENSMUSG00000097125.1	0.363477078971697
ENSMUSG00000002608.8	0.363624116305437
ENSMUSG00000059022.14	0.364150491137054
ENSMUSG00000024014.7	0.364150491137054
ENSMUSG00000022718.11	0.36435812661924
ENSMUSG00000038563.14	0.36435812661924
ENSMUSG00000085262.1	0.364389975135715
ENSMUSG00000104165.1	0.364476779168161
ENSMUSG00000056267.14	0.364606526779687
ENSMUSG00000030397.10	0.364606526779687
ENSMUSG00000025512.15	0.364659435314397
ENSMUSG00000044156.14	0.364659435314397
ENSMUSG00000042099.15	0.364659435314397
ENSMUSG00000023143.10	0.364751727940439
ENSMUSG00000101860.1	0.364751727940439
ENSMUSG00000005800.2	0.365057738556562
ENSMUSG00000106568.1	0.365155568982436
ENSMUSG00000043157.7	0.365166703474475
ENSMUSG00000108659.1	0.365166703474475
ENSMUSG00000059291.15	0.365166703474475
ENSMUSG00000020325.10	0.365166703474475
ENSMUSG00000097295.1	0.365166703474475
ENSMUSG00000029560.12	0.365207301918175
ENSMUSG00000008398.14	0.365286988234715
ENSMUSG00000103310.1	0.3652969892065
ENSMUSG00000026208.9	0.365316085902645
ENSMUSG00000102145.1	0.365316085902645
ENSMUSG00000003273.14	0.365316085902645
ENSMUSG00000016262.14	0.365316085902645
ENSMUSG00000088625.1	0.365316085902645
ENSMUSG00000002210.11	0.365316085902645
ENSMUSG00000055932.15	0.365399833622885
ENSMUSG00000032511.17	0.365566104681894
ENSMUSG00000030272.15	0.365625254327607
ENSMUSG00000050854.9	0.366216938060149
ENSMUSG00000046618.7	0.366216938060149
ENSMUSG00000009731.4	0.366230815913319
ENSMUSG00000087501.1	0.366393686669269
ENSMUSG00000091648.2	0.366393686669269
ENSMUSG00000084202.1	0.366605301349167
ENSMUSG00000059742.10	0.366893165040845
ENSMUSG00000074227.12	0.366893165040845
ENSMUSG00000035754.7	0.366981510338606
ENSMUSG00000030291.12	0.36745011746775
ENSMUSG00000028295.14	0.36745011746775
ENSMUSG00000087674.7	0.36745011746775
ENSMUSG00000045273.8	0.36745011746775
ENSMUSG00000023000.4	0.36745011746775
ENSMUSG00000026728.9	0.367558516333522
ENSMUSG00000051256.10	0.367558516333522
ENSMUSG00000052446.16	0.367558516333522
ENSMUSG00000058914.12	0.367558516333522
ENSMUSG00000090698.2	0.367566090647338
ENSMUSG00000096942.1	0.367811717950085
ENSMUSG00000020621.5	0.367813292557369
ENSMUSG00000031101.6	0.367934488374475
ENSMUSG00000061414.7	0.367934488374475
ENSMUSG00000024142.14	0.368277425050659
ENSMUSG00000003402.13	0.368464135694838
ENSMUSG00000084865.1	0.368464135694838
ENSMUSG00000028709.3	0.368510045854987
ENSMUSG00000062797.12	0.3685242903481
ENSMUSG00000044951.13	0.368755908805238
ENSMUSG00000047213.14	0.368782821824604
ENSMUSG00000039109.15	0.368782821824604
ENSMUSG00000053617.11	0.368844120267941
ENSMUSG00000028962.14	0.369798268850371
ENSMUSG00000071340.1	0.369798268850371
ENSMUSG00000024725.12	0.369798268850371
ENSMUSG00000085560.2	0.369798268850371
ENSMUSG00000068747.14	0.370376523249692
ENSMUSG00000056296.16	0.370388664828045
ENSMUSG00000019782.9	0.370388664828045
ENSMUSG00000100002.1	0.370495994156507
ENSMUSG00000038646.13	0.370525136915428
ENSMUSG00000044250.7	0.37067700052833
ENSMUSG00000061461.11	0.3706832701704
ENSMUSG00000047904.6	0.371035832964034
ENSMUSG00000029168.14	0.37105853560058
ENSMUSG00000042757.15	0.371076794826261
ENSMUSG00000081641.3	0.371141743853593
ENSMUSG00000014932.15	0.371146379004741
ENSMUSG00000056553.14	0.371249665871742
ENSMUSG00000050957.4	0.371302553470934
ENSMUSG00000090291.2	0.371361643397612
ENSMUSG00000099784.1	0.371748687903159
ENSMUSG00000039682.12	0.371855885429938
ENSMUSG00000086587.7	0.372228334045923
ENSMUSG00000094786.1	0.372229954219501
ENSMUSG00000051934.4	0.372229954219501
ENSMUSG00000001566.9	0.37226019626389
ENSMUSG00000035722.15	0.372414453062642
ENSMUSG00000038009.7	0.372421200101139
ENSMUSG00000021716.14	0.372421200101139
ENSMUSG00000015846.14	0.373025121429748
ENSMUSG00000032735.14	0.373128897567332
ENSMUSG00000079560.13	0.373245547496287
ENSMUSG00000049103.13	0.373333526490631
ENSMUSG00000049387.9	0.373554547253161
ENSMUSG00000002550.16	0.373616396484054
ENSMUSG00000100536.1	0.37367615514682
ENSMUSG00000102997.1	0.373784065498426
ENSMUSG00000026668.10	0.373786093471016
ENSMUSG00000007041.9	0.373786093471016
ENSMUSG00000090394.8	0.373786093471016
ENSMUSG00000104277.1	0.373786093471016
ENSMUSG00000030061.16	0.373786093471016
ENSMUSG00000038564.10	0.373786093471016
ENSMUSG00000047459.14	0.373872017805798
ENSMUSG00000049409.9	0.374015330777224
ENSMUSG00000104190.1	0.374015330777224
ENSMUSG00000011884.13	0.374115876903214
ENSMUSG00000019297.8	0.374131169521067
ENSMUSG00000028840.10	0.374131169521067
ENSMUSG00000031125.2	0.374419182419205
ENSMUSG00000105482.1	0.374637010264767
ENSMUSG00000041515.9	0.374847030591729
ENSMUSG00000040280.9	0.374847030591729
ENSMUSG00000022972.9	0.37497447113753
ENSMUSG00000070858.11	0.37497447113753
ENSMUSG00000103378.1	0.374990418530722
ENSMUSG00000109841.1	0.375084563026666
ENSMUSG00000053040.13	0.3751589576251
ENSMUSG00000054555.11	0.375215072339767
ENSMUSG00000019891.13	0.375295290232214
ENSMUSG00000019920.17	0.375347461007152
ENSMUSG00000069825.11	0.375514841808547
ENSMUSG00000018326.9	0.375514841808547
ENSMUSG00000031105.16	0.375528532803314
ENSMUSG00000032648.14	0.376319758831624
ENSMUSG00000024201.12	0.376475019779199
ENSMUSG00000030878.11	0.376475019779199
ENSMUSG00000032015.15	0.376475019779199
ENSMUSG00000027210.20	0.376475019779199
ENSMUSG00000105224.1	0.376475019779199
ENSMUSG00000039485.7	0.376475019779199
ENSMUSG00000032292.8	0.376475019779199
ENSMUSG00000105218.4	0.376475019779199
ENSMUSG00000026028.12	0.376738931775383
ENSMUSG00000047013.15	0.376858753995344
ENSMUSG00000025184.10	0.376949044531685
ENSMUSG00000026771.14	0.377064413500137
ENSMUSG00000019792.7	0.377207404579453
ENSMUSG00000044768.16	0.377470086656965
ENSMUSG00000068122.10	0.377470086656965
ENSMUSG00000034391.10	0.377470086656965
ENSMUSG00000021314.11	0.377494640065988
ENSMUSG00000058331.14	0.377542862334882
ENSMUSG00000019808.8	0.377542862334882
ENSMUSG00000073725.8	0.37761870046878
ENSMUSG00000046516.10	0.37761870046878
ENSMUSG00000032463.10	0.377704805431089
ENSMUSG00000081225.3	0.377884309938437
ENSMUSG00000036545.8	0.378121828189353
ENSMUSG00000048175.13	0.378121828189353
ENSMUSG00000053347.14	0.378121828189353
ENSMUSG00000028657.14	0.378251523783704
ENSMUSG00000044617.7	0.378273514721032
ENSMUSG00000015093.15	0.378273514721032
ENSMUSG00000047819.3	0.378273514721032
ENSMUSG00000001700.9	0.378368729076488
ENSMUSG00000028960.18	0.378710202985893
ENSMUSG00000028610.16	0.37889717719289
ENSMUSG00000026365.15	0.378982390783655
ENSMUSG00000023156.4	0.378982390783655
ENSMUSG00000035131.14	0.37912892117403
ENSMUSG00000087035.1	0.379133917568506
ENSMUSG00000055493.4	0.379144863915495
ENSMUSG00000022210.6	0.379258506835679
ENSMUSG00000073702.11	0.379258506835679
ENSMUSG00000023055.9	0.379258506835679
ENSMUSG00000022570.5	0.379258506835679
ENSMUSG00000092192.7	0.379293806979632
ENSMUSG00000045691.13	0.379587627575969
ENSMUSG00000060183.6	0.379587627575969
ENSMUSG00000039041.15	0.379792539686408
ENSMUSG00000002661.14	0.379836078682842
ENSMUSG00000057841.5	0.379895346319567
ENSMUSG00000023991.16	0.379950078040178
ENSMUSG00000019960.7	0.379958291745668
ENSMUSG00000030245.10	0.380074910090802
ENSMUSG00000004552.16	0.380154843263219
ENSMUSG00000029075.6	0.380207071989376
ENSMUSG00000020907.1	0.381082783275189
ENSMUSG00000038072.14	0.381089177639483
ENSMUSG00000015476.6	0.381230032885435
ENSMUSG00000024592.15	0.381230032885435
ENSMUSG00000020471.11	0.381262232215277
ENSMUSG00000013846.9	0.381262232215277
ENSMUSG00000020189.13	0.381262232215277
ENSMUSG00000096351.1	0.381262232215277
ENSMUSG00000042453.14	0.381262232215277
ENSMUSG00000039959.12	0.381690884305454
ENSMUSG00000020718.12	0.381823174952391
ENSMUSG00000055235.11	0.381888595961781
ENSMUSG00000078619.10	0.381935003073894
ENSMUSG00000017724.14	0.381957367351136
ENSMUSG00000025403.4	0.381957367351136
ENSMUSG00000042770.8	0.381957367351136
ENSMUSG00000027405.16	0.381957367351136
ENSMUSG00000107121.1	0.381964698183365
ENSMUSG00000023949.6	0.382094960002096
ENSMUSG00000009555.16	0.382561686817697
ENSMUSG00000029307.7	0.382669085815732
ENSMUSG00000060063.9	0.383167508401498
ENSMUSG00000057816.7	0.383588981008269
ENSMUSG00000031661.12	0.383746576440855
ENSMUSG00000087034.4	0.384027229146477
ENSMUSG00000079391.10	0.384027229146477
ENSMUSG00000103509.1	0.384444213468546
ENSMUSG00000057036.7	0.384653717872442
ENSMUSG00000001687.15	0.384681203647924
ENSMUSG00000053846.4	0.384681203647924
ENSMUSG00000050212.4	0.384681203647924
ENSMUSG00000028397.13	0.384681203647924
ENSMUSG00000016477.17	0.384681203647924
ENSMUSG00000040035.14	0.384681203647924
ENSMUSG00000022193.6	0.384681203647924
ENSMUSG00000034919.2	0.3847848973186
ENSMUSG00000035933.4	0.3847848973186
ENSMUSG00000048029.10	0.384835477304479
ENSMUSG00000024697.3	0.3848664470061
ENSMUSG00000034206.15	0.384893264801298
ENSMUSG00000039496.8	0.385048760792986
ENSMUSG00000105326.1	0.385048760792986
ENSMUSG00000031931.3	0.385210564880922
ENSMUSG00000004221.16	0.385302709152852
ENSMUSG00000024055.14	0.385302709152852
ENSMUSG00000031826.19	0.385344380209129
ENSMUSG00000064210.6	0.385559924591299
ENSMUSG00000026638.15	0.385731440999198
ENSMUSG00000032174.4	0.385731440999198
ENSMUSG00000022803.12	0.385731440999198
ENSMUSG00000046997.5	0.385731440999198
ENSMUSG00000007815.13	0.385923165900212
ENSMUSG00000053714.8	0.385923165900212
ENSMUSG00000074807.2	0.385947675435288
ENSMUSG00000031779.3	0.386060224571187
ENSMUSG00000025128.7	0.386060224571187
ENSMUSG00000000732.8	0.386302190242738
ENSMUSG00000028575.11	0.386320489680742
ENSMUSG00000049659.15	0.386405089689975
ENSMUSG00000026615.14	0.386446761991897
ENSMUSG00000001300.16	0.386450891291891
ENSMUSG00000041771.13	0.386465649458385
ENSMUSG00000029622.16	0.38668709469683
ENSMUSG00000074874.9	0.38668709469683
ENSMUSG00000029608.10	0.38668709469683
ENSMUSG00000024665.7	0.386713465319248
ENSMUSG00000103364.1	0.386713465319248
ENSMUSG00000099835.1	0.386713465319248
ENSMUSG00000020868.15	0.386740499875746
ENSMUSG00000102633.1	0.386772841112673
ENSMUSG00000003518.13	0.386955005478509
ENSMUSG00000028238.6	0.386955005478509
ENSMUSG00000009545.14	0.387008598990657
ENSMUSG00000058600.13	0.387008598990657
ENSMUSG00000067231.4	0.387008598990657
ENSMUSG00000037257.7	0.38710121723787
ENSMUSG00000105784.1	0.387164260928751
ENSMUSG00000105698.1	0.387164260928751
ENSMUSG00000043881.8	0.387164260928751
ENSMUSG00000099583.1	0.387333111646058
ENSMUSG00000070509.15	0.38735080363104
ENSMUSG00000038173.15	0.387814962116504
ENSMUSG00000029614.13	0.387814962116504
ENSMUSG00000056679.13	0.387885303710018
ENSMUSG00000027423.15	0.387885303710018
ENSMUSG00000091037.1	0.387885303710018
ENSMUSG00000037095.7	0.387885303710018
ENSMUSG00000027952.16	0.387942727884417
ENSMUSG00000110170.1	0.387942727884417
ENSMUSG00000054863.8	0.388077364748219
ENSMUSG00000043592.15	0.388100649787268
ENSMUSG00000035944.17	0.388109466177179
ENSMUSG00000097178.7	0.388109466177179
ENSMUSG00000029178.14	0.389033388464391
ENSMUSG00000070305.10	0.389384678703558
ENSMUSG00000020268.13	0.389384678703558
ENSMUSG00000097303.1	0.389384678703558
ENSMUSG00000086903.4	0.389471549023188
ENSMUSG00000035969.15	0.38972035139742
ENSMUSG00000023909.3	0.389907045343883
ENSMUSG00000030124.2	0.390041036653994
ENSMUSG00000099759.1	0.390041036653994
ENSMUSG00000038239.11	0.390041036653994
ENSMUSG00000030814.17	0.390041036653994
ENSMUSG00000025429.8	0.390041036653994
ENSMUSG00000035852.10	0.390041036653994
ENSMUSG00000108446.1	0.390041036653994
ENSMUSG00000024011.16	0.390151183318526
ENSMUSG00000070080.1	0.390288519239911
ENSMUSG00000035033.15	0.390288519239911
ENSMUSG00000073616.10	0.390537273906144
ENSMUSG00000093773.1	0.390537273906144
ENSMUSG00000000184.12	0.390602316657091
ENSMUSG00000022176.11	0.391042741690409
ENSMUSG00000097099.2	0.391042741690409
ENSMUSG00000025227.14	0.391042741690409
ENSMUSG00000028039.11	0.391042741690409
ENSMUSG00000001082.12	0.391042741690409
ENSMUSG00000066735.8	0.391050705178845
ENSMUSG00000022208.11	0.391050705178845
ENSMUSG00000019122.8	0.391050705178845
ENSMUSG00000034863.7	0.391050705178845
ENSMUSG00000051147.9	0.391050705178845
ENSMUSG00000109640.1	0.391050705178845
ENSMUSG00000102780.1	0.391217900592938
ENSMUSG00000034035.18	0.391221196997265
ENSMUSG00000089941.1	0.39135495237788
ENSMUSG00000019817.18	0.39135495237788
ENSMUSG00000028443.6	0.39135495237788
ENSMUSG00000043456.16	0.39135495237788
ENSMUSG00000030604.9	0.39135495237788
ENSMUSG00000039183.5	0.39135495237788
ENSMUSG00000051586.15	0.391398069508223
ENSMUSG00000021198.16	0.391398069508223
ENSMUSG00000041828.15	0.391635298805406
ENSMUSG00000061024.8	0.391734301552089
ENSMUSG00000087230.9	0.391785460632749
ENSMUSG00000051238.5	0.391785460632749
ENSMUSG00000030067.17	0.391785460632749
ENSMUSG00000105741.1	0.391785460632749
ENSMUSG00000109150.1	0.391858053679766
ENSMUSG00000030921.17	0.392367090178849
ENSMUSG00000004070.15	0.392367090178849
ENSMUSG00000060441.15	0.392367090178849
ENSMUSG00000009097.9	0.392367090178849
ENSMUSG00000080978.2	0.392367090178849
ENSMUSG00000104154.1	0.392367090178849
ENSMUSG00000025786.15	0.392431104296818
ENSMUSG00000016181.9	0.392431104296818
ENSMUSG00000027435.8	0.392488301842112
ENSMUSG00000107369.1	0.392488301842112
ENSMUSG00000022426.5	0.393162202266285
ENSMUSG00000015980.14	0.393171302757184
ENSMUSG00000055150.15	0.393171302757184
ENSMUSG00000078970.5	0.393350293786553
ENSMUSG00000047412.15	0.393350293786553
ENSMUSG00000033809.14	0.393382103610712
ENSMUSG00000031232.16	0.393686732267369
ENSMUSG00000008090.14	0.393686732267369
ENSMUSG00000053113.3	0.393686732267369
ENSMUSG00000023118.15	0.393686732267369
ENSMUSG00000085886.1	0.393686732267369
ENSMUSG00000052151.11	0.393951533305348
ENSMUSG00000029999.14	0.394101668049128
ENSMUSG00000028629.9	0.394101668049128
ENSMUSG00000001507.16	0.394121395932946
ENSMUSG00000024524.16	0.394134278598359
ENSMUSG00000031387.14	0.394190748306847
ENSMUSG00000107812.1	0.394573107208382
ENSMUSG00000034480.18	0.394573107208382
ENSMUSG00000030752.8	0.394748107470195
ENSMUSG00000058318.15	0.394748107470195
ENSMUSG00000030411.15	0.395274190016934
ENSMUSG00000023882.15	0.395365825921528
ENSMUSG00000032497.15	0.395365825921528
ENSMUSG00000042428.6	0.39541376792837
ENSMUSG00000054999.2	0.39550936717103
ENSMUSG00000004565.15	0.395513316403947
ENSMUSG00000053461.9	0.395513316403947
ENSMUSG00000019832.3	0.395606628028687
ENSMUSG00000036412.5	0.395759856526022
ENSMUSG00000094958.1	0.39590138076663
ENSMUSG00000038510.12	0.39627819236739
ENSMUSG00000026873.9	0.39627819236739
ENSMUSG00000084375.1	0.39627819236739
ENSMUSG00000005804.14	0.396511401059943
ENSMUSG00000097750.2	0.396597084839508
ENSMUSG00000026077.15	0.397207604653177
ENSMUSG00000093565.1	0.397257029484997
ENSMUSG00000031849.8	0.397386551274116
ENSMUSG00000057219.11	0.39782717328097
ENSMUSG00000033450.7	0.397972474772637
ENSMUSG00000048498.7	0.397972474772637
ENSMUSG00000017760.15	0.398033320510528
ENSMUSG00000103756.1	0.398072353766233
ENSMUSG00000005864.7	0.398072353766233
ENSMUSG00000056666.13	0.398157094925536
ENSMUSG00000018900.7	0.398157094925536
ENSMUSG00000102875.1	0.398498600683177
ENSMUSG00000074064.6	0.398498600683177
ENSMUSG00000043051.17	0.398765021637177
ENSMUSG00000031917.11	0.399216552613633
ENSMUSG00000061411.12	0.399884577233542
ENSMUSG00000038793.8	0.400091627285816
ENSMUSG00000030364.6	0.400346421363577
ENSMUSG00000033618.6	0.400395746217811
ENSMUSG00000084771.8	0.400483003048398
ENSMUSG00000024074.7	0.400681055109956
ENSMUSG00000031590.8	0.400694031813507
ENSMUSG00000062300.14	0.401151214338105
ENSMUSG00000010914.10	0.401151214338105
ENSMUSG00000085397.1	0.401180651051143
ENSMUSG00000024589.15	0.401186387043891
ENSMUSG00000026277.13	0.401186387043891
ENSMUSG00000034111.5	0.401186387043891
ENSMUSG00000019761.10	0.401186387043891
ENSMUSG00000109713.1	0.401241393776211
ENSMUSG00000085601.7	0.401307582728883
ENSMUSG00000030877.10	0.401381910400495
ENSMUSG00000107826.1	0.401381910400495
ENSMUSG00000036052.14	0.40192310057651
ENSMUSG00000102503.1	0.40192310057651
ENSMUSG00000046192.4	0.40192310057651
ENSMUSG00000097787.1	0.40192310057651
ENSMUSG00000041559.7	0.40192310057651
ENSMUSG00000075334.2	0.40192310057651
ENSMUSG00000031835.15	0.40192310057651
ENSMUSG00000039577.17	0.40192310057651
ENSMUSG00000093176.1	0.40192310057651
ENSMUSG00000102923.1	0.4019949608611
ENSMUSG00000097453.1	0.402277004464434
ENSMUSG00000029599.13	0.40231482065987
ENSMUSG00000035004.3	0.402363137740561
ENSMUSG00000056201.7	0.402363137740561
ENSMUSG00000055897.13	0.402363137740561
ENSMUSG00000019088.13	0.402363137740561
ENSMUSG00000035104.14	0.402363137740561
ENSMUSG00000103149.1	0.402363137740561
ENSMUSG00000074500.11	0.402363137740561
ENSMUSG00000057963.9	0.402442213111194
ENSMUSG00000102900.1	0.402535574682258
ENSMUSG00000084797.1	0.402587851859065
ENSMUSG00000025408.15	0.402619809853196
ENSMUSG00000015943.11	0.402763821487189
