Gene	adj.P.Val
ENSMUSG00000107411.1	0.950918763869302
ENSMUSG00000028214.13	0.950946582366645
ENSMUSG00000022507.5	0.951008801025333
ENSMUSG00000042564.12	0.951259265376215
ENSMUSG00000108434.1	0.951422533002258
ENSMUSG00000090235.1	0.951462411392839
ENSMUSG00000020447.5	0.951490738620865
ENSMUSG00000027630.13	0.951490738620865
ENSMUSG00000025158.7	0.951491471894769
ENSMUSG00000073077.6	0.951491471894769
ENSMUSG00000026851.9	0.951491471894769
ENSMUSG00000089940.1	0.951645661757576
ENSMUSG00000047264.8	0.951757144610994
ENSMUSG00000106365.1	0.95179460939453
ENSMUSG00000041215.15	0.95179460939453
ENSMUSG00000030237.14	0.95179460939453
ENSMUSG00000027959.13	0.95179460939453
ENSMUSG00000050947.9	0.95179460939453
ENSMUSG00000096978.1	0.95179460939453
ENSMUSG00000031927.9	0.95179460939453
ENSMUSG00000041119.11	0.95179460939453
ENSMUSG00000055228.7	0.95179460939453
ENSMUSG00000034334.7	0.95179460939453
ENSMUSG00000086405.1	0.95179460939453
ENSMUSG00000086291.1	0.95179460939453
ENSMUSG00000099564.2	0.951799418418581
ENSMUSG00000049299.14	0.951799418418581
ENSMUSG00000074652.3	0.951799418418581
ENSMUSG00000001288.14	0.951799418418581
ENSMUSG00000045246.11	0.951799418418581
ENSMUSG00000105011.1	0.951799418418581
ENSMUSG00000074934.3	0.951799418418581
ENSMUSG00000051499.7	0.951802448841728
ENSMUSG00000046160.6	0.951810615607487
ENSMUSG00000022370.13	0.951810615607487
ENSMUSG00000026885.13	0.951911545747229
ENSMUSG00000105139.1	0.951935298773978
ENSMUSG00000070343.3	0.952104839264226
ENSMUSG00000067424.12	0.952181308424983
ENSMUSG00000087652.1	0.952181308424983
ENSMUSG00000031610.3	0.952252910145743
ENSMUSG00000076271.1	0.952252910145743
ENSMUSG00000106847.1	0.952309544292256
ENSMUSG00000032374.14	0.952490596626409
ENSMUSG00000043259.14	0.952499623868972
ENSMUSG00000087260.5	0.952499623868972
ENSMUSG00000110105.1	0.952499623868972
ENSMUSG00000102816.1	0.952533941955696
ENSMUSG00000022445.6	0.952533941955696
ENSMUSG00000028114.16	0.952533941955696
ENSMUSG00000023919.7	0.952533941955696
ENSMUSG00000048852.13	0.952780579191017
ENSMUSG00000022453.7	0.952780579191017
ENSMUSG00000039903.16	0.952801165846906
ENSMUSG00000031959.14	0.952827253850851
ENSMUSG00000019810.15	0.952827253850851
ENSMUSG00000033697.15	0.952827253850851
ENSMUSG00000011306.6	0.952827253850851
ENSMUSG00000047466.9	0.952831319336215
ENSMUSG00000026867.18	0.952837449394471
ENSMUSG00000054675.5	0.952930259694658
ENSMUSG00000073421.5	0.952930259694658
ENSMUSG00000024943.8	0.952930259694658
ENSMUSG00000027574.15	0.952930259694658
ENSMUSG00000025261.17	0.952930259694658
ENSMUSG00000084644.1	0.952930259694658
ENSMUSG00000027589.14	0.952930259694658
ENSMUSG00000081049.1	0.952938461753328
ENSMUSG00000063015.12	0.952941461901882
ENSMUSG00000104671.1	0.952956766424048
ENSMUSG00000010660.2	0.952956766424048
ENSMUSG00000029048.3	0.952956766424048
ENSMUSG00000028653.16	0.952956766424048
ENSMUSG00000059248.13	0.952956766424048
ENSMUSG00000104453.1	0.952956766424048
ENSMUSG00000020256.14	0.952956766424048
ENSMUSG00000025200.6	0.952956766424048
ENSMUSG00000034429.14	0.952956766424048
ENSMUSG00000041390.18	0.953004746277927
ENSMUSG00000022604.18	0.953108542518114
ENSMUSG00000070939.9	0.953262280379636
ENSMUSG00000043029.2	0.953262280379636
ENSMUSG00000026894.4	0.953519054852286
ENSMUSG00000041406.14	0.953519054852286
ENSMUSG00000018572.10	0.953519054852286
ENSMUSG00000043535.13	0.953519054852286
ENSMUSG00000072809.2	0.953519054852286
ENSMUSG00000075570.2	0.953519054852286
ENSMUSG00000050029.7	0.953519054852286
ENSMUSG00000074754.4	0.953519054852286
ENSMUSG00000020689.4	0.953647024010579
ENSMUSG00000041261.9	0.953647024010579
ENSMUSG00000034226.7	0.953647024010579
ENSMUSG00000044211.9	0.953647024010579
ENSMUSG00000039323.18	0.953647024010579
ENSMUSG00000046432.12	0.953647024010579
ENSMUSG00000013629.16	0.953647024010579
ENSMUSG00000028525.16	0.953800647974582
ENSMUSG00000031491.10	0.953800647974582
ENSMUSG00000103436.1	0.953800647974582
ENSMUSG00000098758.1	0.953802600680058
ENSMUSG00000060572.17	0.953802600680058
ENSMUSG00000039646.5	0.953802600680058
ENSMUSG00000079003.2	0.953802600680058
ENSMUSG00000006288.7	0.953802600680058
ENSMUSG00000039501.14	0.953802600680058
ENSMUSG00000104684.1	0.953802600680058
ENSMUSG00000029084.5	0.953802600680058
ENSMUSG00000069769.13	0.953802600680058
ENSMUSG00000001348.14	0.953802600680058
ENSMUSG00000028078.14	0.953802600680058
ENSMUSG00000039043.5	0.953802600680058
ENSMUSG00000020263.14	0.953802600680058
ENSMUSG00000055491.13	0.953802600680058
ENSMUSG00000039021.15	0.953802600680058
ENSMUSG00000038630.8	0.953802600680058
ENSMUSG00000058317.11	0.953802600680058
ENSMUSG00000031812.16	0.953802600680058
ENSMUSG00000025134.2	0.953802600680058
ENSMUSG00000052479.5	0.953802600680058
ENSMUSG00000075478.2	0.953802600680058
ENSMUSG00000027584.16	0.953802600680058
ENSMUSG00000067356.5	0.953802600680058
ENSMUSG00000105904.1	0.953802600680058
ENSMUSG00000039405.7	0.953805766663474
ENSMUSG00000024446.13	0.953805766663474
ENSMUSG00000095432.8	0.953820438737704
ENSMUSG00000041731.13	0.953863761435889
ENSMUSG00000027569.15	0.953910006480793
ENSMUSG00000004788.11	0.953910006480793
ENSMUSG00000006423.15	0.953910006480793
ENSMUSG00000044968.16	0.95395933587561
ENSMUSG00000028619.15	0.95397717358638
ENSMUSG00000015542.17	0.954029089681166
ENSMUSG00000105813.1	0.954060222999699
ENSMUSG00000006221.7	0.954120201603488
ENSMUSG00000085208.3	0.954120201603488
ENSMUSG00000000214.11	0.954120201603488
ENSMUSG00000068428.6	0.954120201603488
ENSMUSG00000027811.9	0.954120201603488
ENSMUSG00000045409.16	0.954120201603488
ENSMUSG00000061175.11	0.954120201603488
ENSMUSG00000020700.11	0.954120201603488
ENSMUSG00000019734.16	0.954120201603488
ENSMUSG00000023505.13	0.954129976550858
ENSMUSG00000032243.8	0.954207117702862
ENSMUSG00000031167.16	0.954207117702862
ENSMUSG00000057530.14	0.954234592496122
ENSMUSG00000026196.7	0.954243696022988
ENSMUSG00000028031.6	0.954338287656598
ENSMUSG00000027533.10	0.95434518162106
ENSMUSG00000025497.15	0.95434518162106
ENSMUSG00000086708.1	0.95434518162106
ENSMUSG00000035539.13	0.95434518162106
ENSMUSG00000057375.13	0.95434518162106
ENSMUSG00000021720.10	0.95434518162106
ENSMUSG00000031403.14	0.95434518162106
ENSMUSG00000057899.6	0.95434518162106
ENSMUSG00000029405.16	0.95434518162106
ENSMUSG00000044221.14	0.95434518162106
ENSMUSG00000091204.8	0.95434518162106
ENSMUSG00000072940.5	0.95434518162106
ENSMUSG00000043998.10	0.95434518162106
ENSMUSG00000049658.13	0.954388907658453
ENSMUSG00000037610.15	0.954388907658453
ENSMUSG00000001632.16	0.954388907658453
ENSMUSG00000020571.12	0.954444170614517
ENSMUSG00000026933.17	0.954444170614517
ENSMUSG00000041836.10	0.95448338301569
ENSMUSG00000053333.15	0.954494109461709
ENSMUSG00000103313.1	0.954553365891996
ENSMUSG00000058503.11	0.954555297390797
ENSMUSG00000034324.16	0.954566964232061
ENSMUSG00000107278.1	0.954666256549546
ENSMUSG00000040720.15	0.954666256549546
ENSMUSG00000039000.8	0.954666256549546
ENSMUSG00000084381.1	0.954711026307985
ENSMUSG00000079177.2	0.954864056154242
ENSMUSG00000038538.17	0.954864056154242
ENSMUSG00000072844.6	0.955109825999857
ENSMUSG00000033389.16	0.955109825999857
ENSMUSG00000002105.15	0.955109825999857
ENSMUSG00000024137.8	0.955109825999857
ENSMUSG00000086712.2	0.955127084402744
ENSMUSG00000014313.14	0.955127084402744
ENSMUSG00000031993.6	0.955127084402744
ENSMUSG00000026836.15	0.955127084402744
ENSMUSG00000026433.13	0.955127084402744
ENSMUSG00000067608.4	0.955127084402744
ENSMUSG00000078519.3	0.955175314103933
ENSMUSG00000102312.1	0.955175314103933
ENSMUSG00000020871.8	0.955289443722451
ENSMUSG00000031737.11	0.955289443722451
ENSMUSG00000067604.8	0.955289443722451
ENSMUSG00000006289.14	0.955289443722451
ENSMUSG00000030621.17	0.955289443722451
ENSMUSG00000054381.5	0.955289443722451
ENSMUSG00000097077.1	0.955289443722451
ENSMUSG00000036822.6	0.955289443722451
ENSMUSG00000052738.14	0.955289443722451
ENSMUSG00000018167.10	0.955317055263248
ENSMUSG00000008932.9	0.955562421553361
ENSMUSG00000057614.6	0.955599352676668
ENSMUSG00000020690.12	0.955599352676668
ENSMUSG00000055214.15	0.955599352676668
ENSMUSG00000032812.17	0.955672180557854
ENSMUSG00000023971.8	0.955812531463082
ENSMUSG00000013419.6	0.955813407222295
ENSMUSG00000027298.17	0.955813407222295
ENSMUSG00000037400.16	0.955813407222295
ENSMUSG00000035352.3	0.955813407222295
ENSMUSG00000024873.6	0.955813407222295
ENSMUSG00000030286.6	0.955813407222295
ENSMUSG00000027001.10	0.955813407222295
ENSMUSG00000066760.12	0.955813407222295
ENSMUSG00000065904.1	0.955813407222295
ENSMUSG00000074578.12	0.955813407222295
ENSMUSG00000044641.7	0.955813407222295
ENSMUSG00000039865.8	0.955813407222295
ENSMUSG00000024136.14	0.955813407222295
ENSMUSG00000067924.4	0.955813407222295
ENSMUSG00000018446.8	0.955813407222295
ENSMUSG00000039678.12	0.955813407222295
ENSMUSG00000048234.13	0.955813407222295
ENSMUSG00000039232.11	0.955813407222295
ENSMUSG00000020122.16	0.955813407222295
ENSMUSG00000039994.15	0.955813407222295
ENSMUSG00000068479.5	0.955813407222295
ENSMUSG00000041020.14	0.955813407222295
ENSMUSG00000067889.4	0.955813407222295
ENSMUSG00000089296.1	0.955813407222295
ENSMUSG00000072572.8	0.955813407222295
ENSMUSG00000028785.12	0.955813407222295
ENSMUSG00000106791.1	0.955813407222295
ENSMUSG00000038446.7	0.955813407222295
ENSMUSG00000074252.2	0.955813407222295
ENSMUSG00000062908.12	0.955813407222295
ENSMUSG00000020149.17	0.955813407222295
ENSMUSG00000044646.14	0.955813407222295
ENSMUSG00000021179.7	0.955813407222295
ENSMUSG00000054057.2	0.955813407222295
ENSMUSG00000030330.15	0.955813407222295
ENSMUSG00000090272.7	0.955813407222295
ENSMUSG00000039983.13	0.955813407222295
ENSMUSG00000031960.14	0.955813407222295
ENSMUSG00000000247.11	0.955813407222295
ENSMUSG00000101505.1	0.955813407222295
ENSMUSG00000102605.1	0.955813407222295
ENSMUSG00000030000.10	0.955813407222295
ENSMUSG00000088088.1	0.955813407222295
ENSMUSG00000028383.17	0.955813407222295
ENSMUSG00000062554.7	0.955813407222295
ENSMUSG00000024969.15	0.955813407222295
ENSMUSG00000091418.2	0.955813407222295
ENSMUSG00000053560.4	0.955813407222295
ENSMUSG00000097926.1	0.955813407222295
ENSMUSG00000035262.4	0.955813407222295
ENSMUSG00000025588.3	0.955813407222295
ENSMUSG00000019139.10	0.955813407222295
ENSMUSG00000073423.9	0.956137923587925
ENSMUSG00000090397.1	0.956137923587925
ENSMUSG00000026963.4	0.956222663875139
ENSMUSG00000035236.17	0.956229528145622
ENSMUSG00000034164.17	0.956333810042923
ENSMUSG00000024831.13	0.956333810042923
ENSMUSG00000094651.2	0.956333810042923
ENSMUSG00000031870.16	0.956333810042923
ENSMUSG00000033268.8	0.956545610083676
ENSMUSG00000071350.12	0.956710715779088
ENSMUSG00000025962.15	0.956710715779088
ENSMUSG00000090112.8	0.956733589822172
ENSMUSG00000026459.5	0.956733589822172
ENSMUSG00000031497.9	0.956901014397679
ENSMUSG00000021624.9	0.95691437169261
ENSMUSG00000075553.1	0.95691437169261
ENSMUSG00000040351.11	0.95694745459734
ENSMUSG00000015950.13	0.957012978051097
ENSMUSG00000037270.17	0.957012978051097
ENSMUSG00000034848.17	0.957012978051097
ENSMUSG00000089875.1	0.957123102542795
ENSMUSG00000027635.15	0.95715699896045
ENSMUSG00000024561.8	0.95715699896045
ENSMUSG00000029062.14	0.95715699896045
ENSMUSG00000026452.15	0.957204423080912
ENSMUSG00000085838.1	0.957204423080912
ENSMUSG00000030689.15	0.957204423080912
ENSMUSG00000047976.4	0.957460322052521
ENSMUSG00000000759.14	0.957535590944545
ENSMUSG00000020218.11	0.957901760798897
ENSMUSG00000053581.13	0.958104079924139
ENSMUSG00000105265.4	0.958253180619745
ENSMUSG00000030189.15	0.958253180619745
ENSMUSG00000033486.14	0.958253180619745
ENSMUSG00000110124.1	0.958253180619745
ENSMUSG00000031596.15	0.958253180619745
ENSMUSG00000060438.5	0.958253180619745
ENSMUSG00000031545.6	0.958253180619745
ENSMUSG00000025754.11	0.958253180619745
ENSMUSG00000056629.15	0.958253180619745
ENSMUSG00000028277.13	0.958253180619745
ENSMUSG00000045534.4	0.958253180619745
ENSMUSG00000000282.12	0.95825542779055
ENSMUSG00000000197.7	0.958259869226904
ENSMUSG00000029090.12	0.958280504282704
ENSMUSG00000065922.1	0.958280504282704
ENSMUSG00000108528.1	0.958280504282704
ENSMUSG00000031951.7	0.958280504282704
ENSMUSG00000030468.12	0.958321936217611
ENSMUSG00000064585.1	0.958321936217611
ENSMUSG00000026874.10	0.958321936217611
ENSMUSG00000036986.16	0.958376390784347
ENSMUSG00000085576.2	0.958515240847487
ENSMUSG00000035790.15	0.95852806368082
ENSMUSG00000023089.12	0.95852806368082
ENSMUSG00000024845.17	0.958538610558665
ENSMUSG00000036934.9	0.958538610558665
ENSMUSG00000029005.4	0.958538610558665
ENSMUSG00000074357.3	0.958538610558665
ENSMUSG00000038560.7	0.958538610558665
ENSMUSG00000027882.18	0.958538610558665
ENSMUSG00000107996.1	0.958538610558665
ENSMUSG00000022820.3	0.958538610558665
ENSMUSG00000053046.15	0.958538610558665
ENSMUSG00000031841.18	0.958538610558665
ENSMUSG00000066357.6	0.958538610558665
ENSMUSG00000069713.2	0.958569609981572
ENSMUSG00000024764.9	0.958573127639293
ENSMUSG00000035478.14	0.958573127639293
ENSMUSG00000031388.14	0.95877007249966
ENSMUSG00000063558.4	0.959060972614076
ENSMUSG00000034037.14	0.959124156619929
ENSMUSG00000038543.13	0.959136024558142
ENSMUSG00000056665.2	0.959136024558142
ENSMUSG00000050908.12	0.959136024558142
ENSMUSG00000074517.2	0.959136024558142
ENSMUSG00000054477.15	0.959136024558142
ENSMUSG00000042350.13	0.959229872208372
ENSMUSG00000052794.13	0.959229872208372
ENSMUSG00000000804.14	0.959229872208372
ENSMUSG00000061882.12	0.959229872208372
ENSMUSG00000023020.2	0.959229872208372
ENSMUSG00000108465.1	0.959229872208372
ENSMUSG00000009291.12	0.959317711276238
ENSMUSG00000074247.10	0.959365833154198
ENSMUSG00000025609.15	0.959365833154198
ENSMUSG00000018126.15	0.959365833154198
ENSMUSG00000000308.14	0.959365833154198
ENSMUSG00000005360.14	0.959409971846279
ENSMUSG00000098066.2	0.959560752495568
ENSMUSG00000022994.8	0.95956345091013
ENSMUSG00000026790.19	0.959593188273312
ENSMUSG00000020080.8	0.959632464965836
ENSMUSG00000004939.6	0.959632464965836
ENSMUSG00000021282.16	0.959661065313663
ENSMUSG00000020100.15	0.959729194887131
ENSMUSG00000110354.1	0.959752970979005
ENSMUSG00000037553.14	0.959786854076552
ENSMUSG00000069763.3	0.959797617418857
ENSMUSG00000073902.5	0.959797617418857
ENSMUSG00000022376.7	0.959797617418857
ENSMUSG00000039852.16	0.959824425628162
ENSMUSG00000047676.6	0.959824425628162
ENSMUSG00000019804.12	0.96017473896439
ENSMUSG00000030045.10	0.96017473896439
ENSMUSG00000040490.4	0.96017473896439
ENSMUSG00000044005.13	0.960378786150877
ENSMUSG00000034248.7	0.960378786150877
ENSMUSG00000084960.1	0.960398173402152
ENSMUSG00000019818.15	0.960398173402152
ENSMUSG00000013539.13	0.960398173402152
ENSMUSG00000040048.14	0.960408542648098
ENSMUSG00000020808.3	0.960412204929118
ENSMUSG00000096956.2	0.960412204929118
ENSMUSG00000053137.6	0.960412204929118
ENSMUSG00000090031.2	0.96042680692837
ENSMUSG00000082791.3	0.96042680692837
ENSMUSG00000043279.9	0.960443212454523
ENSMUSG00000045165.6	0.960500120721541
ENSMUSG00000105891.4	0.960564717670316
ENSMUSG00000021733.9	0.960564717670316
ENSMUSG00000049436.4	0.960564717670316
ENSMUSG00000007603.8	0.960564717670316
ENSMUSG00000082127.2	0.96065063057084
ENSMUSG00000048142.9	0.96065063057084
ENSMUSG00000027002.13	0.96065063057084
ENSMUSG00000020271.17	0.96065063057084
ENSMUSG00000040181.14	0.96065063057084
ENSMUSG00000038384.16	0.960661311941757
ENSMUSG00000035726.7	0.960771511137945
ENSMUSG00000022685.8	0.960771511137945
ENSMUSG00000026698.8	0.960981581056654
ENSMUSG00000022837.13	0.960981581056654
ENSMUSG00000039670.2	0.960981581056654
ENSMUSG00000083246.1	0.960981581056654
ENSMUSG00000020053.18	0.960981581056654
ENSMUSG00000060212.13	0.960981581056654
ENSMUSG00000023845.6	0.960981581056654
ENSMUSG00000016763.14	0.960981581056654
ENSMUSG00000035247.15	0.960981581056654
ENSMUSG00000022971.18	0.960981581056654
ENSMUSG00000045983.15	0.960981581056654
ENSMUSG00000029470.15	0.960981581056654
ENSMUSG00000053442.4	0.960981581056654
ENSMUSG00000000439.9	0.960981581056654
ENSMUSG00000106383.1	0.960981581056654
ENSMUSG00000032293.7	0.961030169909003
ENSMUSG00000009563.16	0.961030169909003
ENSMUSG00000031533.4	0.961083835015098
ENSMUSG00000048473.15	0.96111853817373
ENSMUSG00000020883.18	0.961145751172932
ENSMUSG00000039840.7	0.961172236250771
ENSMUSG00000029554.15	0.961189792406152
ENSMUSG00000040363.15	0.961223081385524
ENSMUSG00000018566.14	0.961281792711795
ENSMUSG00000026966.6	0.961281792711795
ENSMUSG00000102644.5	0.961281792711795
ENSMUSG00000013236.16	0.961281792711795
ENSMUSG00000054150.11	0.961281792711795
ENSMUSG00000086401.1	0.961281792711795
ENSMUSG00000051989.11	0.961281792711795
ENSMUSG00000107875.1	0.961281792711795
ENSMUSG00000072214.6	0.961281792711795
ENSMUSG00000055629.5	0.961281792711795
ENSMUSG00000028809.16	0.9612871430775
ENSMUSG00000031119.4	0.961297483644655
ENSMUSG00000069020.9	0.96132526054053
ENSMUSG00000030275.6	0.96132526054053
ENSMUSG00000010136.14	0.961332059355892
ENSMUSG00000018648.15	0.961475803422022
ENSMUSG00000020804.12	0.961481702538603
ENSMUSG00000019874.11	0.961539908335744
ENSMUSG00000013593.12	0.961636707594615
ENSMUSG00000071489.1	0.961842433303474
ENSMUSG00000064451.1	0.961855868088608
ENSMUSG00000064023.4	0.961877373169965
ENSMUSG00000102166.1	0.961877373169965
ENSMUSG00000010175.13	0.961877373169965
ENSMUSG00000047036.7	0.961877373169965
ENSMUSG00000027498.14	0.961877373169965
ENSMUSG00000024608.10	0.961877373169965
ENSMUSG00000058626.16	0.961877373169965
ENSMUSG00000035310.15	0.961877373169965
ENSMUSG00000022999.14	0.961877373169965
ENSMUSG00000106583.1	0.961877373169965
ENSMUSG00000032657.15	0.961877373169965
ENSMUSG00000071256.3	0.961922867998597
ENSMUSG00000097603.3	0.962182298741103
ENSMUSG00000041187.16	0.962182298741103
ENSMUSG00000027624.17	0.962323435252545
ENSMUSG00000022025.13	0.962657450250809
ENSMUSG00000032012.7	0.962657450250809
ENSMUSG00000026856.14	0.962657450250809
ENSMUSG00000023031.7	0.962657450250809
ENSMUSG00000025076.9	0.962657450250809
ENSMUSG00000021932.13	0.962657450250809
ENSMUSG00000087200.1	0.962657450250809
ENSMUSG00000021585.8	0.962657450250809
ENSMUSG00000097121.1	0.962657450250809
ENSMUSG00000065041.1	0.962657450250809
ENSMUSG00000054247.6	0.962657450250809
ENSMUSG00000029469.14	0.962657450250809
ENSMUSG00000021611.8	0.962657450250809
ENSMUSG00000020323.14	0.962657450250809
ENSMUSG00000032051.8	0.962657450250809
ENSMUSG00000104164.1	0.962657450250809
ENSMUSG00000071636.6	0.962657450250809
ENSMUSG00000015002.16	0.962657450250809
ENSMUSG00000029206.13	0.962657450250809
ENSMUSG00000024140.9	0.962657450250809
ENSMUSG00000039579.15	0.962657450250809
ENSMUSG00000028134.11	0.962657450250809
ENSMUSG00000040945.13	0.962657450250809
ENSMUSG00000039929.14	0.962657450250809
ENSMUSG00000051177.16	0.962657450250809
ENSMUSG00000038976.12	0.962657450250809
ENSMUSG00000109555.1	0.962657450250809
ENSMUSG00000026798.10	0.962657450250809
ENSMUSG00000106691.1	0.962657450250809
ENSMUSG00000018401.17	0.962657450250809
ENSMUSG00000104106.1	0.962657450250809
ENSMUSG00000031711.7	0.962657450250809
ENSMUSG00000030839.11	0.962657450250809
ENSMUSG00000087406.1	0.962657450250809
ENSMUSG00000029638.17	0.962657450250809
ENSMUSG00000063611.4	0.962657450250809
ENSMUSG00000029862.15	0.962657450250809
ENSMUSG00000030731.13	0.962657450250809
ENSMUSG00000039853.18	0.96266478078592
ENSMUSG00000073400.6	0.962671240349305
ENSMUSG00000045427.13	0.962671240349305
ENSMUSG00000028523.13	0.962674457513814
ENSMUSG00000107000.1	0.962674457513814
ENSMUSG00000063049.4	0.962674457513814
ENSMUSG00000058056.16	0.962674457513814
ENSMUSG00000047230.6	0.962674457513814
ENSMUSG00000087301.7	0.962674457513814
ENSMUSG00000041878.3	0.962674457513814
ENSMUSG00000029049.14	0.962674457513814
ENSMUSG00000000301.16	0.962738827001263
ENSMUSG00000039059.11	0.962772955942126
ENSMUSG00000029068.16	0.962860664187853
ENSMUSG00000097827.1	0.962860664187853
ENSMUSG00000053510.12	0.962862446794123
ENSMUSG00000061950.17	0.962862446794123
ENSMUSG00000034021.15	0.962862446794123
ENSMUSG00000020022.16	0.962862446794123
ENSMUSG00000038354.13	0.962862446794123
ENSMUSG00000097187.1	0.963054638529226
ENSMUSG00000104126.1	0.963114583467355
ENSMUSG00000027303.17	0.963114583467355
ENSMUSG00000059495.13	0.963160842173438
ENSMUSG00000026295.12	0.963193681586204
ENSMUSG00000102652.1	0.963193681586204
ENSMUSG00000029337.2	0.963426883434445
ENSMUSG00000052139.18	0.963591096338923
ENSMUSG00000026955.13	0.96360182613747
ENSMUSG00000028137.9	0.96360182613747
ENSMUSG00000027502.11	0.96360182613747
ENSMUSG00000038274.11	0.96360182613747
ENSMUSG00000061143.15	0.96360182613747
ENSMUSG00000037563.15	0.96360182613747
ENSMUSG00000007279.14	0.963749104572777
ENSMUSG00000104720.1	0.96385231672805
ENSMUSG00000068706.2	0.963854332391371
ENSMUSG00000105222.1	0.963874561065451
ENSMUSG00000063765.11	0.963887922674236
ENSMUSG00000054206.2	0.963887922674236
ENSMUSG00000003458.12	0.963887922674236
ENSMUSG00000052560.15	0.963887922674236
ENSMUSG00000097140.1	0.963901525903398
ENSMUSG00000039262.16	0.963901525903398
ENSMUSG00000034973.16	0.963901525903398
ENSMUSG00000029055.17	0.963954880686067
ENSMUSG00000025591.5	0.963954880686067
ENSMUSG00000034066.13	0.964279796371946
ENSMUSG00000108372.1	0.964380043546595
ENSMUSG00000074656.12	0.964402628378103
ENSMUSG00000029705.17	0.964509078985112
ENSMUSG00000040044.11	0.964511253208703
ENSMUSG00000028057.14	0.9645227106447
ENSMUSG00000075595.9	0.964526380629941
ENSMUSG00000087524.1	0.964548446731128
ENSMUSG00000073856.11	0.96464225565731
ENSMUSG00000042707.6	0.964644033339055
ENSMUSG00000001025.8	0.964644033339055
ENSMUSG00000091742.1	0.964644033339055
ENSMUSG00000059326.6	0.964644033339055
ENSMUSG00000033731.9	0.964644033339055
ENSMUSG00000028813.2	0.964657715698012
ENSMUSG00000089607.1	0.964780594563356
ENSMUSG00000070574.2	0.964780594563356
ENSMUSG00000079511.8	0.964780594563356
ENSMUSG00000086770.1	0.964935496669889
ENSMUSG00000022472.16	0.964994249282603
ENSMUSG00000097585.2	0.964994249282603
ENSMUSG00000040717.5	0.964994249282603
ENSMUSG00000020048.13	0.964994249282603
ENSMUSG00000027322.11	0.964994249282603
ENSMUSG00000036197.15	0.964994249282603
ENSMUSG00000054648.7	0.964994249282603
ENSMUSG00000041431.16	0.964994249282603
ENSMUSG00000039206.13	0.964994249282603
ENSMUSG00000075700.9	0.964994249282603
ENSMUSG00000028691.12	0.964994249282603
ENSMUSG00000025608.9	0.964994249282603
ENSMUSG00000082208.1	0.964994249282603
ENSMUSG00000020340.16	0.964994249282603
ENSMUSG00000032458.6	0.964994249282603
ENSMUSG00000020652.17	0.964994249282603
ENSMUSG00000064984.1	0.964994249282603
ENSMUSG00000037608.15	0.964994249282603
ENSMUSG00000001018.15	0.964994249282603
ENSMUSG00000001909.15	0.964994249282603
ENSMUSG00000002718.14	0.964994249282603
ENSMUSG00000019080.7	0.965009102028839
ENSMUSG00000085069.2	0.965041358770411
ENSMUSG00000029236.4	0.965041358770411
ENSMUSG00000026994.9	0.965041358770411
ENSMUSG00000026807.8	0.965164781208501
ENSMUSG00000033068.16	0.965164781208501
ENSMUSG00000094114.1	0.965164781208501
ENSMUSG00000029699.13	0.965164781208501
ENSMUSG00000027834.15	0.965181939181639
ENSMUSG00000042747.12	0.965228678139323
ENSMUSG00000032026.6	0.965349908141212
ENSMUSG00000026171.12	0.965361042796394
ENSMUSG00000041571.9	0.965361042796394
ENSMUSG00000055041.7	0.965489909973003
ENSMUSG00000006599.13	0.965838011612187
ENSMUSG00000042106.5	0.965838011612187
ENSMUSG00000030111.9	0.965838011612187
ENSMUSG00000025085.16	0.965838011612187
ENSMUSG00000026889.12	0.965838011612187
ENSMUSG00000109674.1	0.965838011612187
ENSMUSG00000067430.7	0.965838011612187
ENSMUSG00000020482.4	0.965838011612187
ENSMUSG00000018012.11	0.965946336976673
ENSMUSG00000108723.1	0.965957056846044
ENSMUSG00000029373.7	0.965957056846044
ENSMUSG00000041653.4	0.965963934404719
ENSMUSG00000022867.9	0.965968066884074
ENSMUSG00000045662.16	0.965968066884074
ENSMUSG00000078676.9	0.965975727464759
ENSMUSG00000094002.2	0.965975727464759
ENSMUSG00000038084.16	0.965975727464759
ENSMUSG00000087117.8	0.965975727464759
ENSMUSG00000031924.3	0.966201944376926
ENSMUSG00000032101.6	0.966201944376926
ENSMUSG00000018845.14	0.966201944376926
ENSMUSG00000073774.2	0.966201944376926
ENSMUSG00000085526.1	0.966201944376926
ENSMUSG00000000730.13	0.966201944376926
ENSMUSG00000038463.8	0.966312916560472
ENSMUSG00000028245.15	0.966334264481772
ENSMUSG00000021250.13	0.966485628657209
ENSMUSG00000021255.17	0.966485628657209
ENSMUSG00000039117.15	0.966520170081523
ENSMUSG00000032328.12	0.966573680824646
ENSMUSG00000025173.13	0.966573680824646
ENSMUSG00000092625.2	0.966573680824646
ENSMUSG00000026110.15	0.966646598184052
ENSMUSG00000079499.9	0.966646598184052
ENSMUSG00000054474.15	0.966646598184052
ENSMUSG00000084862.1	0.966646598184052
ENSMUSG00000032839.13	0.966646598184052
ENSMUSG00000074785.4	0.966646598184052
ENSMUSG00000026220.6	0.966646598184052
ENSMUSG00000005161.15	0.966646598184052
ENSMUSG00000105078.1	0.966646598184052
ENSMUSG00000032852.3	0.966646598184052
ENSMUSG00000105655.1	0.966646598184052
ENSMUSG00000036502.14	0.966646598184052
ENSMUSG00000025946.13	0.966646598184052
ENSMUSG00000097834.2	0.966646598184052
ENSMUSG00000087622.1	0.966683072135683
