Gene	logFC	AveExpr	P.Value	adj.P.Val
AT1G17730	0.305463026867641	5.02178888967484	0.000496143821798397	0.158472847080788
AT1G73600	-1.58062758752254	5.70773353385709	0.000524758519122827	0.163376445225449
AT5G08100	-0.529245875474794	4.90712394706962	0.000528133863151503	0.163376445225449
AT4G07950	-0.558898175206728	3.02425409272681	0.000534745729356102	0.163376445225449
AT1G32270	-1.57952149027905	-0.745068823787572	0.000556966316861042	0.167426665964657
AT1G01510	-0.340469744997475	5.54062470440436	0.000563886593780685	0.167426665964657
AT3G18170	-1.77745040653768	5.40353532938689	0.000573475741763095	0.16790891822372
AT2G41460	-0.503705322601284	3.3166974457429	0.000592114960452509	0.169191543593169
AT5G36160	0.500437888505515	5.54498237952429	0.000597229674304443	0.169191543593169
AT2G34660	0.513817331570805	7.69101983351964	0.000601933768297883	0.169191543593169
AT1G76470	1.3233532947788	1.15717654007875	0.00063600400289456	0.175078014834927
AT5G36130	2.4577412694924	-0.815918149441748	0.000639486131696286	0.175078014834927
AT5G04220	0.664144032589389	3.91203451360552	0.000658526368095692	0.176812538700113
AT1G07985	1.87359043147816	0.844320457076526	0.000662596203088512	0.176812538700113
AT1G01110	-0.896430718853829	3.10993816828635	0.000683994422749342	0.178340433805716
AT1G17180	1.55107281708589	4.08789089985167	0.00068666100420182	0.178340433805716
AT3G16450	0.871445360482722	8.19576085881457	0.000704527072118208	0.178340433805716
AT4G27980	1.38942932500557	-0.579878751072205	0.000715331014322451	0.178340433805716
AT5G48880	0.805322463165006	4.92299766886307	0.000718161807077688	0.178340433805716
AT3G58010	0.464588532725454	3.39762192803844	0.000719080540462304	0.178340433805716
AT3G13580	-0.546074037173375	6.79940039254649	0.000760758025077565	0.186483022403025
AT1G72240	-1.14126867064408	1.61109050071999	0.000773136448050861	0.187338959325979
AT3G09270	0.969246185321989	6.82984264368788	0.000798633145980801	0.191318015345696
AT4G13180	0.918901406801918	6.24913816985316	0.000816984757511281	0.19351523228197
AT3G26770	-0.48233551658225	4.42289173189941	0.000860016344518577	0.201444495097735
AT5G48360	-0.999591399901803	4.43150366631194	0.000874992708739527	0.202504994176108
AT5G05390	1.77457998397302	2.71768415545874	0.000883755963388927	0.202504994176108
AT1G03850	1.06323898925071	6.13921172750242	0.00089991677600105	0.203108345582815
AT5G19440	0.541257220303923	6.64795521054728	0.000907500839780593	0.203108345582815
AT1G51645	-0.623631224417703	2.56069341819521	0.000920575504333625	0.203108345582815
AT5G36150	2.86232904479986	-2.4568177872954	0.000938070952635347	0.203108345582815
AT4G37180	0.913999135999293	4.25969160497789	0.000945998006613548	0.203108345582815
AT4G11600	0.602751892122213	7.38086834069787	0.000953687789178785	0.203108345582815
AT4G24160	0.722706110544284	5.84656284384626	0.000953831706878171	0.203108345582815
AT1G06760	-0.540198673429654	8.02142099704882	0.000979894464959751	0.204781114672405
AT3G06350	0.303160688245485	6.98550693484845	0.000981624238260358	0.204781114672405
AT5G19130	-0.330019015522653	4.8988971504425	0.00100294054049728	0.204781114672405
AT5G56040	-0.25553027186922	6.94923472213765	0.00100561174236464	0.204781114672405
AT4G17730	-0.361893187112661	5.79791989845718	0.00101025738465586	0.204781114672405
AT3G49120	1.60993988173141	6.3097869465116	0.00103652251905248	0.208104106896623
AT1G02850	1.28633479486452	4.56250471581751	0.00107712194590653	0.209492158941932
AT4G12550	-1.36581390818805	6.9970754982821	0.00107954248138771	0.209492158941932
AT5G04330	-0.476878565692003	2.9480313320924	0.00108752777759099	0.209492158941932
AT1G43580	-0.34394387070955	5.41519371600828	0.00108865819223155	0.209492158941932
AT5G56080	1.22722769228863	5.47725507568403	0.00109948121563224	0.209492158941932
AT3G26460	1.87431433414081	3.49290667771072	0.00110946824551501	0.209492158941932
AT4G28940	0.929545392745893	5.33774223162257	0.00114194492141669	0.209492158941932
AT2G15490	1.80376144954598	4.0451357787271	0.00115846809921649	0.209492158941932
AT2G22250	0.325389458715322	5.67820329337237	0.00117693674453451	0.209492158941932
AT3G61830	-0.62935290990931	3.78331434539361	0.00118562377039557	0.209492158941932
AT1G62970	-0.438909629581873	4.34769261751635	0.00118687922971511	0.209492158941932
AT3G48450	0.785121192119031	3.99399527590364	0.00119327600626263	0.209492158941932
AT4G13770	-1.18336105131616	7.21296324796057	0.00120217199276115	0.209492158941932
AT5G48000	1.53770421928027	5.26740532122075	0.00121883627405262	0.209492158941932
AT4G25400	1.09587362222121	2.28683989897252	0.00122581554158043	0.209492158941932
AT3G59480	-1.38418123618477	2.01720794668145	0.00122633663137811	0.209492158941932
AT1G77450	0.770652048897278	5.1681708798625	0.00124782362609158	0.209492158941932
AT1G19490	-0.695291456623585	2.90003530705768	0.00124955291377841	0.209492158941932
AT2G34730	0.328554082931722	5.39649868436696	0.00125628378858974	0.209492158941932
AT5G11520	0.436496450136977	6.80174563192131	0.001260302100197	0.209492158941932
AT1G24405	1.15472864610735	0.542870316952394	0.00126314281722735	0.209492158941932
AT1G58110	0.343431853802633	5.73233812158272	0.00126354085162295	0.209492158941932
AT5G38020	2.06155252301579	4.41212619673989	0.00127763851410245	0.209492158941932
AT2G29420	0.900968380919721	5.52959228760072	0.00128193579543234	0.209492158941932
AT3G07580	-0.607775245001518	2.5204631337301	0.00132546260425791	0.211931881100949
AT1G07820	-0.505286969261284	6.28878976591943	0.00132558722250922	0.211931881100949
AT5G01740	-0.945887039986773	3.45370930192595	0.00132702472868106	0.211931881100949
AT5G10100	-0.784350021071681	4.20070720408497	0.00135052201309667	0.213351656667446
AT5G61440	0.736329003711576	5.26458429833925	0.00136568816106327	0.213351656667446
AT5G14420	0.325531217614496	5.13264074858316	0.00137070946657491	0.213351656667446
AT4G09760	0.65636714686755	4.45408071101883	0.00138569364312768	0.213351656667446
AT3G46330	-1.4618167544135	3.03200343480723	0.00138651757333334	0.213351656667446
AT1G33100	2.50104055678214	-0.227504334007908	0.00142516423981973	0.217709328548114
AT1G12970	0.477797811025761	4.37675247161122	0.00145540788896887	0.22072988278671
AT3G12720	1.18271272253938	1.83118316459148	0.00152032675759829	0.224236045594405
AT5G51770	-0.330745312855692	4.44127167087884	0.00152116828305104	0.224236045594405
AT1G19960	1.55014412408154	2.27787537599238	0.00153060521189279	0.224236045594405
AT2G45310	-0.509122769067479	3.7530181914205	0.00153083642279993	0.224236045594405
AT2G02800	0.404451388604254	6.06900257270899	0.00154750663247347	0.224236045594405
AT3G06810	0.347066320926163	5.95395790630889	0.00155256688705213	0.224236045594405
AT2G29400	-0.254588848745097	6.84198979877583	0.00156106307612841	0.224236045594405
AT2G34340	0.968259316317911	2.55890317290793	0.00156362120878409	0.224236045594405
AT2G28790	-1.14525049761829	5.05580876885493	0.00162082090390262	0.230099633080207
AT1G67750	-0.651756954492878	4.94290302145894	0.00162633866177842	0.230099633080207
AT3G04070	0.947914808039919	3.17841204571458	0.00163979614193083	0.230456949786959
AT2G44230	0.760681021659598	5.08048640709111	0.00166238596162012	0.232084493092144
AT4G31500	0.800017873692548	8.04367122631313	0.00169214394037593	0.233809149087537
AT3G48510	-1.54804163743258	0.575416991046545	0.00171491521107302	0.233809149087537
AT4G37790	0.619493971756744	5.83815680104759	0.00172346823846713	0.233809149087537
AT1G67325	-0.252035419190943	4.93245629576183	0.00173093346886167	0.233809149087537
AT1G76680	1.16443870329682	7.0872117844488	0.00174571755516952	0.233809149087537
AT3G52880	0.436406779568697	8.01690339545742	0.00176380156717679	0.233809149087537
AT3G24420	1.0813792375918	4.22120711654121	0.00176990396268519	0.233809149087537
AT5G54470	-1.35944977933158	2.17663157031882	0.00177236420583354	0.233809149087537
AT1G10280	-0.423861089796003	2.98995371726922	0.00177455831573483	0.233809149087537
AT4G39070	1.07523209717268	3.88519017205762	0.00181649017578033	0.237847387550467
AT2G24580	0.410169883548796	5.94049859057042	0.00183488442382827	0.238146984736602
AT4G23670	1.31639019161722	7.73253325062184	0.00184137178084845	0.238146984736602
AT3G13222	-0.355695079762143	5.09825659478768	0.00191984646241428	0.246782215086313
AT2G27150	0.432012903360745	4.87749842516979	0.00193178796803374	0.246812255479511
AT4G37400	-0.920201855841422	3.79097983581737	0.00195037000101151	0.24740605635945
AT3G19710	-1.35625256644872	7.30262942594862	0.00195990756662531	0.24740605635945
AT2G40750	1.69140800272342	1.43089330296153	0.00199399512392083	0.247930657431204
AT4G33890	-0.350736466357301	4.86240502387253	0.00202654399217625	0.247930657431204
AT1G28480	1.78565864113388	-0.692037851772472	0.00204395422557981	0.247930657431204
AT1G53970	-1.43296859992991	-1.14217782645402	0.00205875151622958	0.247930657431204
AT1G18870	2.43785371309668	2.37816531503028	0.00206000106886827	0.247930657431204
AT1G77230	-0.396544736317989	4.09850387394331	0.00206249120648225	0.247930657431204
AT5G01600	0.936856104932883	7.73980423231986	0.00206515411540255	0.247930657431204
AT1G09210	-0.435807372103388	8.21463002718476	0.00206646035846889	0.247930657431204
AT3G20370	0.534150030626034	7.68696145020718	0.00207252166060678	0.247930657431204
AT1G14860	0.80216759178227	4.74107147048358	0.00209087061932567	0.247930657431204
AT2G40815	-0.577740296007074	2.88409059393326	0.00209343280787222	0.247930657431204
AT5G09770	-0.551676634325894	4.666815105325	0.00213129248595897	0.250252157367098
AT3G19820	-0.424361172547675	9.24686472584052	0.00213677663896768	0.250252157367098
AT4G15270	-0.929397231696141	1.88701148783489	0.00215434556213222	0.250915794449222
AT2G26040	-1.02074416965754	3.16622547016558	0.00218368721059688	0.251686474111443
AT2G47800	0.630406333081154	6.49131932818531	0.0021848406035005	0.251686474111443
AT2G27820	0.369732244634266	5.63319283805306	0.00223517653546597	0.254890330252928
AT4G10310	-1.36960652398104	4.97597297695906	0.00223683464241695	0.254890330252928
AT4G19720	0.724125786036521	3.36073337321189	0.00228025894073963	0.254982030942664
AT5G24360	0.309456986725274	5.21862396585721	0.0022814936007669	0.254982030942664
AT4G15490	2.05010038676866	1.1094031569943	0.00228564904920804	0.254982030942664
AT5G14530	-0.508249177724055	3.09463865949145	0.00229364314628719	0.254982030942664
AT1G70710	-0.569081006413636	5.88772975434661	0.00230915317659913	0.254982030942664
AT3G23000	-0.512191597850627	7.72388878427394	0.00231021146577718	0.254982030942664
AT1G56170	-0.633568798839161	2.37461598125327	0.00232804965964348	0.255612577473667
AT5G42020	-0.466651054251852	8.70366905168224	0.00236672226865727	0.258512290909658
AT1G48100	-0.718063915433182	2.20936324852835	0.00242033456987695	0.262372353252571
AT4G21580	0.439416687237947	6.12169356355695	0.00242695360202321	0.262372353252571
AT4G29230	0.581854326686521	3.70462559074873	0.00248776256501237	0.26603437036241
AT3G52860	-0.397993993690754	2.95106733727733	0.00249216682276737	0.26603437036241
AT4G27940	-0.39698803775765	3.69785197225057	0.00251346052038697	0.26603437036241
AT4G02075	0.860909410182647	3.99654187150129	0.00252315815699121	0.26603437036241
AT4G21960	-0.416972684439662	10.7052849407855	0.00254892319952888	0.26603437036241
AT1G32190	-0.653308313698376	4.12866157667247	0.002554262244854	0.26603437036241
AT4G39950	1.19828124827665	6.99695043387551	0.00255840945786445	0.26603437036241
AT3G06962	-1.59240085390952	-1.07668552744199	0.00257452209525525	0.26603437036241
AT4G29020	-1.30397084448286	4.89136220980168	0.00258023186757671	0.26603437036241
AT2G18370	0.967686715588509	6.00085310067785	0.00260027964091613	0.26603437036241
AT1G67810	0.878802356135433	3.15772823870575	0.0026230493641514	0.26603437036241
AT3G44550	0.859664484940279	6.59538207161143	0.00262977831926236	0.26603437036241
AT3G49060	0.369832620765209	5.08965230655646	0.00263511673984775	0.26603437036241
AT3G21250	0.627058876631269	5.91370274664577	0.00264938309078734	0.26603437036241
AT2G29460	1.16539600095483	1.50025838003577	0.0026773958123383	0.26603437036241
AT5G10980	-0.334218502748437	7.5356211878997	0.00270573314319028	0.26603437036241
AT1G32450	-0.639863850315322	9.60306400663706	0.00270596451455664	0.26603437036241
AT3G11940	-0.612273383868697	8.37997278121009	0.00270813328058918	0.26603437036241
AT1G11210	1.12453705864552	0.867802488863882	0.00274679802038297	0.26603437036241
AT5G23360	0.931081612142917	2.90868139998777	0.00275027483927925	0.26603437036241
AT4G21740	-0.556105929777229	3.54903671606785	0.00275439005388773	0.26603437036241
AT4G27460	1.31919184399801	0.971172970471158	0.00275698341319846	0.26603437036241
AT3G56408	-0.517257173946643	2.25265427759286	0.00276676719482436	0.26603437036241
AT4G00231	-0.260496784962067	4.52512758290204	0.00278266670407338	0.26603437036241
AT4G16140	-0.67604612968036	3.75552490995772	0.00279313456136965	0.26603437036241
AT2G14510	-1.61796458182066	2.77709955719182	0.00279819591984499	0.26603437036241
AT2G01430	-0.625346639458784	4.24094612915813	0.00281144128249727	0.26603437036241
AT1G27650	-0.408435719698195	5.89496058310195	0.00282553296931767	0.26603437036241
AT1G21090	-0.701209556089621	4.09296522720696	0.00282679659224799	0.26603437036241
AT4G23430	0.448556490397245	6.19602088981512	0.00286346275013061	0.266304158959936
AT5G10120	-3.13593699896409	-3.26238450052621	0.00286366751770524	0.266304158959936
AT3G49760	-0.812017966304918	4.6338498318153	0.00288203494254782	0.266304158959936
AT1G12280	-0.560478124536436	2.99702826922634	0.00289995498219428	0.266304158959936
AT2G03200	0.717891995381691	5.78374599918929	0.00290246055941612	0.266304158959936
AT4G27130	-0.28758756531416	6.72319182592776	0.0029054578322084	0.266304158959936
AT3G02620	-1.22391136120834	4.23084362238684	0.00292644521234045	0.26706662996255
AT5G25140	-0.897275192744706	3.71852843054188	0.00297019116162166	0.269890516716148
AT2G22122	-0.922662383204335	5.97229186742904	0.00300569440105665	0.271843719096679
AT1G55020	0.884805870518488	7.34921171399029	0.00301747688765347	0.271843719096679
AT2G42840	-1.40853265832984	6.12616980016033	0.00303873376361809	0.272593814769502
AT3G21890	-1.12845089925227	2.18152174550631	0.00308662645798046	0.272674962963326
AT3G61198	0.764241294439844	1.27026437228371	0.00309190301435885	0.272674962963326
AT4G36880	0.924676376438415	2.9820536017644	0.00309302777692403	0.272674962963326
AT3G16420	0.514148106629024	10.0447606541433	0.0031195824811029	0.272674962963326
AT4G18510	-1.06690905811058	2.95361071592097	0.00312363898218828	0.272674962963326
AT2G33205	1.13749093153597	3.31873299320027	0.00313126768397726	0.272674962963326
AT1G15825	-1.41741677212112	-1.87683394088994	0.0031721840579568	0.272674962963326
AT1G23760	0.660354470174648	4.74475537824446	0.00318031964404783	0.272674962963326
AT5G23155	-1.5484693264286	-0.450155600191565	0.00318451705847065	0.272674962963326
AT4G22820	0.431283634654728	6.18628114193648	0.00318973185633785	0.272674962963326
AT3G26760	0.530316440324323	5.15791596628354	0.00319375990968499	0.272674962963326
AT3G54950	0.491729120334876	5.14159969348165	0.00319754503500698	0.272674962963326
AT5G47990	1.24650965034514	6.22462835288785	0.00321274210246784	0.272674962963326
AT5G10210	-0.816255325848226	4.11355896121816	0.00322072319993682	0.272674962963326
AT2G47420	-0.452016956049317	5.08938012763075	0.00324279989141968	0.273445858044073
AT2G37460	0.778649477836805	5.57509347639661	0.00326097164844048	0.273882642712246
AT1G08650	-0.669794783544913	6.46017926038565	0.00329620694245359	0.274576729675049
AT5G14700	-0.882138258253874	2.47767667787953	0.00331396832466454	0.274576729675049
AT5G59910	-0.374272037496296	7.68414925952948	0.00331970940333158	0.274576729675049
AT1G01010	0.561836364799071	5.06590113826164	0.00333031413518356	0.274576729675049
AT4G04760	1.39968414207918	0.585517400979621	0.00334384898921705	0.274576729675049
AT2G28930	0.682996516258632	3.20150359728961	0.0033576510376183	0.274576729675049
AT2G29490	0.79500452974598	5.08375577224424	0.00336040967013722	0.274576729675049
AT1G71040	0.801609627053087	5.07807258851421	0.00341185832184527	0.277704190281159
AT5G35690	0.531702306992117	5.77592659221164	0.00344374063954486	0.278320413748239
AT1G07970	-0.414930196030738	4.19331384629229	0.00344583406803712	0.278320413748239
AT2G05180	-0.902261214909675	1.6493162207859	0.00347012476856581	0.278439336514851
AT1G22360	0.566604406098708	6.35522297072366	0.00348875667602404	0.278439336514851
AT1G49430	0.709817629764795	6.23923948652242	0.00349660128669546	0.278439336514851
AT2G25490	-0.247636675900692	7.5143930122935	0.00350013871146699	0.278439336514851
AT3G44110	-0.299245976313957	8.27902553862159	0.00355914221744205	0.282068710849233
AT5G08350	0.731615948467876	4.19297033135133	0.00360755482157544	0.284206614237017
AT3G09350	-0.722824359485594	4.20464221143284	0.00362570509256755	0.284206614237017
AT3G47950	0.708500989902118	4.07872965184978	0.00362791032692239	0.284206614237017
AT4G27000	-0.234815785282335	7.59794045723747	0.00365560749948471	0.284206614237017
AT5G64810	2.04062821068433	-0.00040692897604998	0.00367687516606801	0.284206614237017
AT5G19010	0.324624648269253	6.365091163189	0.00367787204040971	0.284206614237017
AT5G62900	-0.452994250000104	4.7015557076709	0.00372952151853844	0.284206614237017
AT1G22910	0.309258278001447	5.26780205213271	0.00373236780324909	0.284206614237017
AT3G47110	-0.674499401922964	2.1929237856845	0.0037516260074185	0.284206614237017
AT4G34131	0.704346690459026	6.4289363247188	0.00376000313817016	0.284206614237017
AT2G28780	-0.735693606183878	7.15875156208189	0.00376410224327076	0.284206614237017
AT3G45400	-0.485154871865426	3.44017103761958	0.00376894326773551	0.284206614237017
AT2G23150	0.734692493862294	4.62873605317102	0.00378573428179484	0.284206614237017
AT2G24430	0.868021836474836	3.73881833893976	0.00380140000794045	0.284206614237017
AT5G03545	-0.794093638623878	4.81369372700284	0.00380806717179688	0.284206614237017
AT2G16005	1.93369559173129	1.33623371150307	0.00381844266961261	0.284206614237017
AT5G37690	0.85225812026882	6.84150932941689	0.0038279316832357	0.284206614237017
AT5G15540	0.295727939354378	5.86249178579912	0.00382878793431587	0.284206614237017
AT1G78380	0.684933007980117	9.42200782763036	0.00385458931588935	0.285117885502678
AT4G05100	-0.869829306521607	4.57546602289784	0.00387142210870638	0.285361711446291
AT4G17900	0.512490786987114	6.42375100647356	0.0039403404591414	0.289429676721811
AT3G27884	1.30940917583821	2.62836321544421	0.00398944744661014	0.291457774094937
AT2G31830	1.31544376897681	0.173339190107625	0.00399560251949323	0.291457774094937
AT3G10810	0.333258915996896	5.61707148807107	0.0040178673306551	0.292071245508759
AT3G50530	0.278464930012468	5.97238333367195	0.00403747681789095	0.292488140199172
AT4G25300	-0.558143255065682	2.6240800595161	0.00409185767262817	0.295412505468063
AT3G26490	0.628464713746189	1.80282353633452	0.00412951419101045	0.296180221380158
AT5G23010	-1.12667371647281	5.67608849467557	0.00413059082044336	0.296180221380158
AT5G20000	0.40599482445321	6.43030364622289	0.00416651316980158	0.297743268246058
AT3G47420	-0.7552910722751	5.72162794798806	0.00421044991820247	0.299109664740912
AT1G44180	0.687896951083643	1.53058451313388	0.00422700955909185	0.299109664740912
AT3G49690	-1.11953531597317	2.94105781099341	0.00422819980517014	0.299109664740912
AT4G31020	-0.632826167780496	2.18936924288391	0.00424852520618877	0.299542340707911
AT3G56400	1.6466399714903	2.44080676214866	0.00428550546053565	0.299678686504928
AT1G17170	0.941410909302426	5.91760199035592	0.00429130239545531	0.299678686504928
AT1G27410	-0.844130839709624	1.54812597321928	0.00429310579785058	0.299678686504928
AT3G02020	-1.1647462815694	6.65090390836963	0.0043610779294033	0.301836693459512
AT4G28400	0.304214993351652	5.08608471277549	0.00438632842381628	0.301836693459512
AT5G39040	0.369294446485711	4.78198749297462	0.00438742659939568	0.301836693459512
AT5G51890	0.688098893115828	4.70750123361094	0.00441038358341687	0.301836693459512
AT5G66620	-0.634230096991637	2.96605025500001	0.00441227723790696	0.301836693459512
AT3G05932	-0.799860127583838	1.68594022830929	0.00442136864379062	0.301836693459512
AT1G47970	-0.323683095640977	6.15956038280349	0.00444201637276468	0.301836693459512
AT5G19875	-0.584323826944778	5.08523066824202	0.00444351280451135	0.301836693459512
AT5G22570	2.5909113515254	-1.44296845483649	0.00445288229523781	0.301836693459512
AT3G15950	0.516522725933449	9.34570049003995	0.00450047562688082	0.303920755971343
AT3G10500	0.625416329459561	5.75175986456193	0.00454081335359114	0.303920755971343
AT4G29820	-0.486090107533983	3.39076341642915	0.0045458160547344	0.303920755971343
AT5G49560	-0.554288013155015	2.99129506508334	0.0045487215772395	0.303920755971343
AT3G03890	0.407721143924421	4.64880206452939	0.00455571172557964	0.303920755971343
AT2G47990	-0.683028798699931	4.24350547323809	0.00460604092465489	0.305230808887777
AT1G18660	0.287800898841791	5.69890854946174	0.00461836003894465	0.305230808887777
AT1G80280	-0.503457843596571	5.68676179061022	0.00461878601751344	0.305230808887777
AT4G32390	-0.402221732518218	6.41948369647977	0.00465263489333281	0.305381143704596
AT3G27300	0.446146804950028	5.75586693494938	0.00466736076103994	0.305381143704596
AT3G09260	0.644197829897491	12.5462304573345	0.00467557954107634	0.305381143704596
AT5G03430	0.23609882264557	5.1597063704445	0.00469023790211225	0.305381143704596
AT1G02530	-1.7566042714532	-0.500352326131266	0.00469349132205726	0.305381143704596
AT2G24550	0.550621787043025	7.17800476596502	0.00472897334007102	0.306598575050438
AT4G16130	0.331341941276509	5.11518088332165	0.00474854920687344	0.306598575050438
AT5G23570	-0.663422202714562	3.21507371781058	0.00477306220976036	0.306598575050438
AT1G53050	0.276753813697243	5.59599208468226	0.00478312076660109	0.306598575050438
AT5G19890	-2.02467737094958	3.223479612403	0.00478492154981235	0.306598575050438
AT5G62540	0.313350125259021	4.92348918381608	0.00488711765004702	0.311424257323856
AT5G03140	-0.486999024668878	4.46384050742869	0.00491166146537284	0.311424257323856
AT3G44300	1.59369281602136	3.99223232546234	0.00491348682994943	0.311424257323856
AT3G14660	0.753414902630619	5.6578363850111	0.00493706144249326	0.311424257323856
AT5G42820	-0.338618082238425	5.92995769505261	0.00495915548800904	0.311424257323856
AT4G19160	0.870808677968088	7.15848001704352	0.00499427963102512	0.311424257323856
AT2G23310	-0.310643082853344	5.82434729071791	0.0050196756017693	0.311424257323856
AT3G01820	-0.451247491822901	4.40069820820343	0.00503021421263899	0.311424257323856
AT5G54110	0.298899826045343	5.21377052867355	0.00505752007603397	0.311424257323856
AT1G76610	-2.11762164421581	-1.9021450156758	0.00505917033316362	0.311424257323856
AT4G22210	-3.11974235611221	-1.52164929440462	0.00506363441628962	0.311424257323856
AT5G49840	0.340674349659349	4.26899707652903	0.00506904271277568	0.311424257323856
