C91	C92	C93
55	61	59
178	154	139
0	2	1
74	95	84
665	456	441
308	465	348
3	15	15
55	55	72
27	78	64
182	150	121
90	270	228
2	5	4
105	99	98
1099	950	821
1267	1803	1550
885	1747	1303
396	358	291
37	19	56
0	0	0
180	204	194
1086	914	766
0	0	0
0	0	0
0	0	0
8342	5699	5575
147	85	124
105	112	97
169	171	110
456	456	378
395	234	240
205	184	193
174	165	160
369	534	513
302	197	179
520	445	368
114	45	69
640	733	720
252	283	262
76	73	79
256	200	206
642	657	455
0	0	0
0	0	0
0	0	1
860	1259	1043
93	29	154
1	0	0
259	423	346
14	14	18
0	0	0
0	0	0
0	0	0
0	0	0
23	25	22
0	0	0
0	0	0
46	45	40
0	0	0
0	0	0
970	728	717
23	0	77
0	0	0
3	1	5
8	8	2
0	0	0
1087	987	699
395	294	207
0	0	0
107	209	132
49	26	28
0	0	0
2701	2743	1786
0	0	0
472	653	589
3	0	1
448	420	391
1165	2075	1567
34	119	101
727	683	488
4	7	4
57	34	36
0	1	0
144	215	238
1	4	0
4924	5672	4317
128	112	93
84	142	83
32	36	35
0	0	0
257	212	194
0	0	0
107	113	73
1	10	4
0	0	0
0	0	0
223	181	211
1247	1593	1296
23	15	13
427	436	440
0	1	1
411	486	360
0	0	0
477	431	468
61	2	179
0	0	0
268	266	231
0	0	0
438	390	220
37	44	71
16	27	21
2	0	0
778	960	671
0	0	0
0	0	0
4	0	0
288	587	467
115	124	125
21	25	5
0	0	0
323	418	309
166	163	150
0	0	0
0	0	0
155	191	203
180	215	134
0	0	0
225	229	184
55	53	62
949	978	947
1521	1888	1411
420	425	316
0	0	0
1	0	0
3	0	1
79	92	98
26	76	73
12	13	6
29	21	26
63	81	64
484	752	577
0	0	0
736	813	678
480	568	546
1776	2518	2193
0	0	0
0	0	0
0	0	0
116	117	142
448	443	343
132	123	123
0	0	0
20	0	6
1004	809	595
557	1025	629
130	192	108
2	0	2
4	4	1
2423	2744	2609
522	510	416
1749	1942	1720
28	0	27
0	0	0
1	0	1
4	4	9
53	78	81
1676	2019	1568
15	0	22
542	638	613
219	169	121
641	989	865
0	0	0
501	511	327
429	348	344
184	117	228
159	176	150
278	269	307
7	13	8
595	926	833
0	0	0
33	18	30
262	278	251
3	1	0
1785	2659	2146
74	131	87
531	422	349
257	292	230
3015	3361	2577
1136	1063	958
0	0	0
197	362	279
3206	4716	4063
1170	1094	974
0	0	0
37	46	42
165	131	111
8	2	7
12	7	14
84	90	75
108	82	79
212	173	186
0	0	0
2289	2617	2010
6	1	1
0	0	0
212	8	521
28	33	48
0	0	0
1700	1904	1679
147	117	99
24	5	11
3	1	1
115	90	96
0	0	0
0	0	0
0	2	3
966	1324	1269
1055	1025	882
1530	2328	1862
6	5	4
3	1	0
0	0	0
0	0	0
213	170	127
0	0	0
363	385	406
0	0	0
5	9	10
457	640	327
1695	1614	1402
0	0	0
1592	903	938
537	728	650
35	34	24
0	0	0
0	0	0
2719	3922	3349
184	183	129
0	0	0
0	0	0
167	98	119
0	1	1
0	0	0
1966	1663	1517
1545	431	3022
0	0	3
0	0	0
0	0	0
0	0	0
0	0	0
345	277	247
0	0	0
583	937	200
0	1	0
0	0	1
347	323	198
0	0	0
521	510	411
9184	18822	16022
1958	3188	3358
222	250	214
0	0	0
35	28	26
10	1	22
159	130	113
166	82	76
0	0	0
483	351	329
6	8	3
4	2	0
35	19	20
264	262	193
233	282	208
657	664	590
62	37	26
413	483	330
1018	760	747
1	0	0
0	0	0
366	304	261
5067	5413	4072
328	384	306
596	678	527
286	460	343
414	511	444
0	2	1
0	0	0
0	0	0
36	26	25
0	0	0
0	0	0
2541	3420	2417
2111	2125	1662
66	77	38
0	0	1
174	117	122
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1347	1729	1434
475	485	390
444	750	623
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
122	98	140
72	61	63
258	211	169
0	0	0
125	118	107
2773	4880	3926
0	0	0
850	1303	1281
0	0	1
17	12	7
0	0	0
396	599	512
204	240	176
1182	1155	775
235	220	149
1522	1537	1244
0	0	0
0	0	0
350	330	218
0	0	0
2862	2534	2083
4024	4238	3445
2772	3390	2662
1788	2197	1818
3	4	1
0	0	0
1337	1923	1309
0	0	0
73	92	106
716	562	539
0	0	0
124	71	147
385	315	396
186	175	137
909	1255	922
399	308	254
899	1536	927
378	560	313
518	613	212
151	78	292
0	0	0
0	0	0
623	593	635
41	41	26
608	686	598
669	842	654
471	365	348
358	490	408
0	0	0
0	1	0
75	249	154
19	32	23
0	0	0
0	0	0
0	0	0
6	0	1
9	5	23
62	53	51
44441	74096	58068
358	474	445
0	0	0
26	20	9
0	0	0
21	19	17
0	0	0
0	0	0
7	10	8
81	53	105
157	387	248
485	561	368
906	1514	1343
149	235	190
0	0	0
0	0	0
0	0	0
0	0	0
191	25	292
177	182	154
0	0	0
0	0	0
1825	1275	1185
797	978	699
17	2	29
0	0	0
253	261	208
0	0	0
25	3	69
6	3	10
6	3	11
1	0	0
0	0	0
43	24	27
12	0	21
2	9	3
315	238	188
1453	2006	1582
326	360	290
299	157	249
428	444	403
0	0	0
2592	3248	2475
669	796	840
231	190	180
5	3	6
0	0	0
1046	1506	1208
251	364	333
472	397	608
393	265	231
7	3	9
698	707	582
312	277	206
1327	1166	960
0	0	0
717	952	730
594	363	324
0	0	0
5548	5076	3988
434	602	465
546	806	704
665	1161	870
137	130	113
0	0	0
12	16	15
163	153	150
0	0	0
97	81	63
0	0	0
3	1	1
0	0	0
0	0	0
0	0	0
549	402	368
0	0	0
0	3	4
616	703	605
56	78	106
1640	2514	1779
0	0	0
0	0	0
177	195	210
0	0	0
0	0	0
0	0	0
0	0	0
970	1229	909
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
480	663	474
337	394	298
295	402	276
143	216	139
0	0	1
1160	1206	1024
0	0	0
318	323	275
314	439	381
0	0	0
0	0	0
0	0	0
0	0	2
7	4	2
0	0	0
1	1	0
0	0	0
171	125	131
5	1	1
140	186	226
313	331	251
0	0	0
180	276	260
0	0	0
1213	1683	1483
794	743	622
2	3	5
178	408	397
326	355	282
3	10	1
7	10	20
0	0	0
24	21	14
450	415	349
26	38	25
0	0	0
707	1006	811
4	1	5
5617	5861	5058
192	248	180
0	0	0
199	282	263
20	11	8
1180	1095	832
6	2	17
4	0	1
340	223	331
45	75	64
4356	5125	5663
0	0	0
104	83	182
1197	1350	1158
2077	2036	1680
111	97	48
1	0	0
42	58	75
7	6	10
26	16	12
422	886	924
0	3	1
84	91	76
0	0	0
355	343	317
2791	7009	6618
254	452	390
224	328	329
103	91	103
11	3	44
0	1	1
641	872	709
1016	1166	1045
83	13	156
467	571	522
24	35	62
202	171	111
1	2	0
0	0	1
27	0	156
224	232	250
0	0	0
720	730	622
0	0	0
613	621	510
271	371	397
483	667	651
0	0	0
5	6	4
4053	2992	2551
457	425	328
0	0	2
0	0	0
0	0	0
53	47	58
2212	1982	1815
7	7	6
314	203	373
1	0	0
377	376	358
276	332	256
93	196	144
441	609	519
219	182	238
68	67	182
20	18	18
518	620	572
621	529	473
5218	8460	7021
193	192	154
196	165	122
203	222	170
232	225	206
100	55	46
57	76	77
72	135	88
232	143	139
208	232	164
640	1202	779
827	1297	1092
0	0	0
485	774	671
79	109	108
26	75	49
107	146	75
0	0	0
767	716	750
221	102	331
227	159	160
8	13	10
0	0	0
233	280	198
454	1	591
105	223	163
0	0	0
0	0	0
0	0	0
172	320	214
36	45	14
327	318	261
238	194	154
2470	2882	2252
45	67	75
0	0	0
59	104	117
9	16	15
209	170	180
922	873	795
0	0	0
0	0	0
659	792	683
0	0	0
699	487	428
4364	2959	2757
130	96	119
3383	1175	7194
0	0	0
594	722	594
203	206	141
5	2	2
75	68	71
224	232	175
0	0	0
0	0	0
0	0	0
0	0	0
716	840	1027
192	178	229
737	476	415
0	0	0
2	0	0
1059	1807	1523
25	38	14
190	387	310
32	20	19
250	461	391
2236	2350	2069
0	0	0
2	5	1
2	7	1
118	115	71
13	75	32
52	31	43
137	195	150
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
244	305	242
0	0	0
6364	17320	13748
11	3	7
235	112	363
331	298	257
335	331	272
0	0	0
633	694	590
101	64	75
780	1124	961
0	0	0
2312	2132	1719
1	2	0
103	139	113
1	0	0
16	18	28
420	477	279
679	642	540
3903	5918	4437
102	88	90
303	319	251
1194	1471	1147
0	0	0
0	0	0
289	176	125
374	420	350
718	771	605
1	1	8
160	151	122
132	133	127
3	2	1
0	0	0
0	0	2
0	0	0
1	0	0
0	0	0
0	2	11
65	89	86
117	168	146
1360	1235	1105
0	0	0
0	0	0
3	1	3
0	0	7
0	0	0
92	64	58
61	46	71
2	1	1
1406	875	887
0	0	0
477	585	506
94	113	91
4	13	13
0	0	0
3	0	1
1	0	0
12	1	23
186	359	333
0	0	0
1016	1142	990
632	945	947
2514	3492	2940
1045	1552	1174
0	0	0
17	8	9
0	0	0
0	1	0
173	199	125
0	0	0
0	0	0
1	1	2
0	0	0
68	71	46
566	564	443
0	1	2
373	374	361
0	0	0
57	46	37
1	0	0
1042	1261	1032
405	254	255
155	231	225
70	38	31
583	674	565
296	338	355
2852	2269	2147
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	2	9
18	13	27
7	23	26
223	350	285
0	0	0
402	820	694
212	207	181
1475	1855	1444
2	0	0
0	0	0
4	8	11
16	64	74
293	286	259
5770	4531	3629
0	0	0
362	599	556
0	0	0
0	2	0
906	1377	1058
4	7	5
25	0	38
42	69	35
1	0	5
0	0	0
10	19	7
318	287	266
42	80	71
461	445	380
0	0	0
0	0	0
1324	1419	1311
0	0	0
0	0	0
0	0	0
67	65	59
627	643	540
0	0	0
0	0	0
0	0	0
0	0	0
5	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
63	79	71
0	1	0
403	280	260
0	0	0
1225	1598	1207
2	6	0
17	79	61
0	0	0
52	23	20
0	0	0
0	0	0
1741	1425	1188
0	0	0
340	409	331
5	3	5
945	1218	1023
90	81	101
0	0	0
0	0	0
0	0	0
349	359	290
0	0	0
0	0	0
1610	1446	1286
50	30	28
98	131	100
200	198	168
380	392	375
398	529	441
157	343	207
0	0	0
460	425	423
0	5	4
7	7	9
0	0	0
184	154	213
117	120	258
0	0	0
30	38	26
200	220	203
320	376	287
2338	2484	2067
233	219	140
368	259	239
312	381	370
1221	1100	838
608	791	624
755	1413	1088
421	564	379
619	739	601
389	406	329
376	548	364
0	0	0
141	125	102
0	1	0
270	235	145
3	2	0
3494	4144	3514
309	408	313
0	0	0
182	170	139
0	0	0
526	398	337
285	293	210
548	528	491
146	99	138
295	219	196
78	97	64
55	63	60
14	15	29
0	0	0
25	25	28
27	13	77
26	8	41
0	0	0
5	3	1
0	0	0
1	0	0
0	0	0
16	15	10
1689	3059	1664
4	14	5
174	212	145
1901	2123	1627
363	426	351
9	6	7
0	0	0
0	0	0
105	91	56
219	198	182
0	0	0
0	0	0
53	164	169
408	395	338
116	14	15
7	0	4
0	0	0
12	2	4
15	17	28
0	0	0
600	903	685
370	281	195
1014	791	699
348	288	207
0	1	0
0	0	0
20	9	14
0	0	0
0	0	0
0	0	0
164	127	106
19	21	14
7	5	9
1130	1049	967
0	0	0
30	28	46
38	68	44
1728	1836	1360
6	7	18
1	0	3
6	6	7
317	374	272
11383	9436	8897
604	578	502
324	377	271
154	121	112
548	622	495
1273	1666	1368
80	61	71
283	460	364
0	0	0
209	199	97
0	0	0
2	1	0
0	0	0
94	66	52
393	262	217
414	355	294
0	0	0
104	80	57
19	2	21
3	0	3
0	0	0
39	36	61
0	0	0
0	0	2
93	76	133
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
168	216	223
93	135	104
0	0	0
0	0	0
210	342	396
1564	2183	1661
120	94	78
4416	4233	3567
39	41	43
2841	2014	1721
15	10	5
16	18	19
93	98	71
452	311	285
0	0	0
254	278	224
0	0	0
624	655	462
266	362	283
79	56	54
282	313	285
70	101	61
0	0	0
0	0	0
0	0	0
0	0	0
1150	1553	1360
0	0	0
246	274	414
1937	2089	1716
0	0	0
3	1	5
186	93	106
70	42	42
163	144	136
0	0	0
1970	1799	1657
692	1076	830
32	88	46
125	83	81
0	0	0
1632	1580	1254
0	0	0
215	261	218
646	903	707
1	1	0
230	402	330
304	621	457
958	1056	773
405	542	473
0	1	0
534	845	689
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1191	1805	1405
575	641	589
0	2	3
1796	1890	1583
1896	2590	2328
1039	995	855
705	780	653
737	773	713
139	165	118
184	209	154
75	95	98
119	130	118
563	378	415
5035	3108	2922
6	3	6
57	44	46
74	162	132
999	1302	1086
416	260	308
250	321	310
2683	2423	2231
210	197	188
0	0	0
778	582	458
55	7	114
0	0	0
155	160	170
609	740	650
571	712	502
864	928	776
0	0	0
262	281	246
0	0	0
0	0	0
0	0	0
0	1	0
3	0	0
0	0	0
0	0	0
0	0	0
1091	1074	857
679	731	529
18	8	6
193	199	163
354	450	375
0	0	1
1088	1132	892
173	144	93
114	195	113
223	161	117
165	173	156
103	107	107
166	158	145
0	0	0
33	30	31
59	104	57
115	246	166
498	595	438
726	862	704
863	1020	912
1303	1379	1044
0	0	1
344	392	334
902	1184	981
2	3	0
0	0	0
83	59	56
2	1	2
419	416	275
267	255	216
538	553	360
79	78	83
567	557	490
11	4	16
541	337	725
280	337	326
1117	952	1032
537	767	661
0	0	0
0	0	0
0	1	2
95	54	141
0	0	0
0	0	0
1	10	9
202	262	231
905	756	653
143	138	103
49	23	32
0	6	4
286	249	209
0	0	0
0	0	0
240	298	222
454	461	482
621	690	587
1124	1731	1396
0	0	0
206	229	239
138	150	147
2	5	3
38	66	51
0	1	0
48	48	34
0	0	0
495	674	566
96	87	38
0	0	0
3	4	5
499	674	523
232	324	255
147	214	199
0	0	0
0	0	0
0	0	0
533	721	593
12305	10473	7407
0	0	0
0	0	0
0	0	0
249	214	144
427	495	398
0	0	0
4108	5539	3407
0	0	0
0	0	0
789	1040	804
1004	814	659
26	15	16
26	18	13
0	0	0
468	579	498
376	363	235
0	0	1
342	222	236
5122	5592	5537
297	340	238
1140	1237	1011
0	0	0
0	1	0
1824	2287	1825
0	0	0
0	0	0
157	209	208
0	0	0
6	0	0
439	377	281
0	0	0
513	494	429
550	664	540
102	59	71
203	248	190
2	0	1
50	61	83
210	161	115
1547	1765	1708
13	11	7
84	66	108
8	12	22
0	0	0
0	0	0
0	0	0
127	124	331
126	79	218
37	32	14
1050	1509	1482
20	19	15
0	0	0
0	0	0
115	122	124
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14	20	7
35	80	87
61	65	47
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
74	47	49
65	61	40
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
393	530	387
36	59	55
0	0	0
0	0	0
0	0	0
60	230	202
736	1162	875
2	3	3
0	0	0
270	229	169
347	343	301
1	0	1
0	0	0
0	0	0
861	1092	1017
0	0	0
126	146	143
416	189	581
11	5	1
0	0	0
1	0	22
1	0	0
0	0	0
340	458	398
0	1	0
2082	2066	1888
326	364	252
369	516	402
14	63	39
20	29	16
73	87	71
0	0	0
38	43	49
398	329	272
55	148	86
165	263	197
1218	916	820
313	359	353
0	0	0
193	184	128
1572	2356	1872
16	31	18
275	335	312
1434	1249	937
397	294	249
600	611	452
951	1355	1110
628	681	532
387	494	391
0	1	3
719	739	608
65	71	72
92	93	108
5	2	17
1536	2821	2110
82	67	56
0	0	0
26	14	12
6	0	3
0	0	0
148	98	83
0	0	0
0	0	0
9	0	1
1	0	0
1	0	17
0	0	0
5	0	8
0	1	8
6	0	5
11	18	17
0	0	0
0	1	0
3	0	0
0	0	0
1	3	0
4784	4786	3709
0	0	0
0	0	0
1	7	6
2	2	6
312	377	267
181	172	178
38	21	25
9	27	26
0	0	0
103	83	69
47	59	43
0	0	0
0	0	0
16	6	8
44	68	41
0	0	0
204	156	106
197	430	369
180	127	404
73	25	241
1	0	0
386	457	380
0	0	0
136	95	201
89	84	57
76	0	85
95	122	55
65	85	39
301	268	233
363	702	499
4	10	4
1	7	1
178	135	126
0	0	0
554	536	410
260	526	416
155	149	130
488	515	461
39	49	39
142	73	92
887	869	865
5	3	2
0	0	0
1597	1231	1174
720	723	610
2997	2391	2200
58	9	250
409	27	1440
1741	345	5045
977	694	666
0	0	0
0	0	0
820	892	673
74	76	50
0	0	0
1	0	0
466	699	562
411	244	261
631	506	497
671	851	628
104	84	74
0	0	0
117	79	60
21	45	27
0	0	0
252	179	176
463	430	386
271	326	312
4	4	3
398	504	570
2928	2786	2652
1183	2007	1292
0	0	0
3	2	1
1	6	4
3	3	1
0	0	0
1	0	0
578	882	694
161	191	197
4	2	1
8281	7296	6298
292	193	168
0	0	0
45	53	58
1451	2165	2739
100	139	87
1	1	3
0	0	0
0	0	0
116	139	110
268	276	203
0	0	0
223	202	226
1028	890	637
0	0	0
5808	8360	6590
171	336	176
386	149	1099
3695	4692	4487
579	637	752
479	634	492
0	0	0
1262	1503	1253
938	1103	844
0	0	0
383	263	248
0	0	0
0	0	0
1187	1353	1185
0	1	0
113	115	105
0	0	0
274	276	214
515	521	430
0	0	0
77	101	102
1875	2143	2419
6	6	7
74	42	71
0	0	0
63	28	107
157	245	212
47	55	46
207	187	95
5	4	4
299	307	289
4256	3729	3035
519	511	417
473	389	357
169	160	130
262	332	251
2169	2163	1701
329	729	549
256	605	513
4	0	3
0	0	0
276	169	214
1538	1893	2043
962	1833	1355
0	0	0
443	835	400
703	1351	489
0	0	1
397	1182	982
216	388	249
14	15	21
117	127	130
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
388	528	384
0	0	0
0	0	0
3217	3816	3622
0	0	0
194	227	144
0	0	0
780	815	693
76	76	67
0	0	0
47	93	102
36	64	52
814	2596	2035
1766	1503	1224
331	403	321
649	1427	1098
318	355	322
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
121	83	65
614	661	491
0	0	0
0	0	0
0	0	0
30	69	55
0	0	0
100	67	54
219	184	161
0	0	0
27	29	18
625	453	361
905	816	690
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
695	1086	727
1068	1334	949
0	0	0
246	181	158
174	138	183
1	0	0
135	132	133
0	0	0
1	0	0
0	0	0
159	179	111
621	440	431
127	82	146
23	16	24
1	1	2
142	176	74
1159	985	921
11	10	8
3	1	0
0	0	0
0	0	0
0	0	0
73	94	101
0	0	0
0	0	0
276	470	355
8	1	20
517	610	499
0	0	0
12	5	17
82	92	86
719	340	1697
61	61	74
554	501	494
195	234	256
0	0	0
211	161	132
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
150	137	126
1281	1401	1397
32	13	22
676	790	648
0	0	0
72	91	89
210	312	312
461	671	516
13	20	40
18	20	24
213	191	182
0	0	0
0	0	0
0	0	0
274	509	442
9	7	21
0	0	0
0	0	0
0	0	0
112	1	210
471	485	336
0	0	0
0	0	0
0	0	0
198	163	233
658	556	449
1	2	1
1	0	1
1137	1106	956
36	70	45
1957	2283	1806
0	0	0
6	41	31
77	36	53
1268	1250	882
13	11	8
1078	1016	779
26	28	29
212	120	313
719	935	772
3146	3545	3060
87	98	81
549	429	399
31	28	60
546	608	459
18	18	13
0	0	0
17	19	11
2179	2105	1473
495	366	313
1	0	0
3	0	0
0	0	0
474	466	392
39	27	29
67	148	81
3397	3169	2757
29	3	36
751	941	646
372	571	490
202	291	231
7	12	11
0	0	3
1141	790	469
1	0	0
0	0	0
2247	1654	1447
5	3	6
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1941	1852	1617
1688	46	3724
256	251	290
169	7	384
587	881	645
478	811	718
19	27	23
256	268	201
1792	2104	1683
0	0	0
307	304	220
178	172	269
1014	1931	1387
6	5	2
0	8	4
405	313	217
0	0	0
0	0	0
282	175	288
894	829	656
109	60	153
0	0	0
4908	7267	5145
151	110	91
0	0	0
203	250	183
14	16	10
0	0	0
0	0	0
144	128	146
0	0	0
271	288	262
0	0	0
367	609	487
0	0	0
10	13	8
324	392	339
0	0	0
218	210	206
0	0	0
0	0	0
371	344	313
14	15	18
3	2	3
39	33	23
0	0	0
1302	1738	1722
368	481	414
43	33	16
0	0	0
0	0	0
0	0	0
769	693	767
14935	12541	10811
1229	1715	1436
10	20	26
230	52	573
0	0	1
1037	1095	897
374	376	387
4	12	9
29	18	57
457	524	441
5	2	19
45	29	76
5	2	3
3	7	2
0	0	0
0	0	0
11	9	7
0	2	0
0	1	0
663	459	469
32	21	13
1	0	0
0	0	0
0	1	0
0	0	0
52	31	30
0	0	0
126	136	115
1546	2290	1600
0	0	0
0	0	0
0	0	0
155	243	198
2858	4984	3438
1	0	4
2	10	6
1	0	0
0	0	0
97	93	73
116	173	171
1596	1754	1373
0	0	0
102	85	83
0	0	0
0	0	0
1	0	7
0	0	0
1581	2096	1921
674	736	653
0	0	0
2	9	5
124	139	69
134	156	155
0	0	0
178	22	377
0	0	0
0	0	0
0	0	0
130	181	158
50	71	51
255	230	177
129	173	123
40	139	114
0	0	0
4	3	1
25	12	4
0	0	0
0	0	0
248	138	336
0	0	0
0	0	0
0	0	0
1	0	5
661	445	436
1805	2400	2001
127	271	195
379	330	257
0	0	0
229	222	146
35	87	62
6	5	4
9	7	18
521	416	453
2252	1465	1348
0	0	0
2797	1910	1757
0	0	0
439	385	348
0	0	0
0	0	0
0	0	0
0	0	0
853	920	739
1258	1287	1324
723	740	695
82	136	97
200	181	160
207	270	218
39	49	30
164	172	190
31	123	108
5	2	7
112	113	121
90	66	62
63	47	50
0	0	0
631	721	577
0	1	0
0	0	0
340	321	259
253	224	179
1146	891	788
221	265	240
132	139	119
0	0	0
90	83	83
1566	1611	1369
15	16	11
136	92	92
252	231	229
24	28	14
1016	1076	869
0	0	0
116	83	23
298	372	285
341	329	382
31	20	86
0	0	0
0	0	0
105	123	112
33	52	23
24	25	20
0	0	0
0	0	0
0	0	0
0	0	0
62	47	32
1516	1403	1266
970	2042	1722
0	0	0
0	0	0
2	0	11
0	0	0
0	0	1
0	0	0
1153	806	513
0	0	0
1	3	21
353	495	362
627	581	385
1088	1512	1224
187	162	215
31	0	76
0	0	0
0	0	0
1	15	8
0	0	0
0	0	0
0	0	0
10	23	19
1	11	16
2	36	32
0	7	6
0	0	1
0	0	0
0	6	4
0	0	0
0	0	0
0	0	0
4	0	2
183	312	180
745	922	671
811	1162	996
601	577	675
1	0	3
345	331	270
0	0	0
0	0	0
435	352	337
2874	2229	1958
230	384	368
1	2	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
1969	5177	801
5	7	0
53	190	122
38	38	50
166	121	80
0	0	0
0	0	0
431	353	346
218	291	232
1205	1032	867
0	0	0
237	290	249
85	56	51
0	0	0
74	132	96
1114	1372	1218
238	201	192
242	220	187
634	923	727
0	0	0
416	641	528
189	177	150
0	0	0
472	713	587
0	0	0
0	0	0
281	286	181
0	0	1
1129	1395	1054
217	242	199
215	208	205
282	224	193
239	209	160
1690	2128	1666
0	0	0
36	18	29
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
366	378	253
102	143	120
1670	1365	1413
0	0	2
39	18	16
0	0	0
2	6	0
213	200	162
8	3	3
2	5	1
3	1	2
231	628	510
77	116	105
26	110	58
0	0	0
0	0	0
704	695	572
0	0	0
80	79	81
0	0	0
0	0	0
533	604	496
2	0	0
17	9	27
0	2	0
290	528	545
309	641	507
144	335	296
113	60	87
193	237	190
40	68	48
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
41	25	121
0	0	0
2549	3099	2520
4	4	1
6	8	8
0	0	0
1	0	0
0	0	0
0	0	0
506	725	558
5	19	11
0	0	0
0	0	0
867	1032	804
16	7	22
0	0	0
55	54	38
0	0	0
229	207	216
18	33	15
160	134	178
0	0	0
0	4	5
0	1	6
577	559	417
92	213	168
0	0	0
0	0	0
150	168	153
132	287	308
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
110	35	200
96	120	105
0	0	0
0	0	0
181	209	186
0	0	0
0	0	0
0	0	0
369	399	354
0	0	0
0	0	0
0	0	0
436	461	387
212	334	220
955	1235	912
0	0	0
99	116	77
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
170	144	157
6982	8195	6435
26	12	18
0	0	0
0	0	0
0	0	0
1086	1060	821
32	54	30
0	1	0
0	0	0
344	400	290
932	1682	1421
520	256	641
9	2	15
6724	8705	8254
0	2	0
0	0	0
0	0	0
599	582	519
0	0	0
0	0	0
0	0	0
27	40	51
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
91	102	67
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1024	1308	1079
1413	1202	840
317	384	257
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	8	6
0	0	0
5047	8003	6937
151	178	159
0	0	0
0	0	0
0	0	0
0	0	0
263	182	155
0	0	0
610	496	401
339	367	408
0	0	0
0	0	0
0	0	0
502	648	545
134	204	154
152	123	118
0	0	0
0	0	0
2	0	0
27	3	17
0	0	0
13	8	6
0	0	0
36	20	7
0	0	0
7	22	12
8	6	4
3308	3858	2799
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
45	36	28
0	0	0
0	0	0
0	0	0
0	0	0
1130	1497	1369
527	535	504
0	1	0
2	1	5
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
3926	2821	15159
0	0	0
30	26	18
0	0	3
1	3	1
0	0	0
0	0	0
69	90	59
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3643	3699	2709
3664	2512	2305
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
467	330	662
1008	809	735
687	951	623
342	294	255
0	0	0
0	0	0
0	0	0
0	0	0
436	412	395
770	414	1503
26	6	19
0	0	0
0	0	0
0	0	0
0	0	0
1	6	5
1645	1411	1269
1639	157	3632
4	0	0
0	0	0
481	602	471
6	1	8
0	0	0
0	0	0
146	381	278
14	8	2
0	0	0
0	0	0
0	0	0
428	566	454
0	0	0
40	67	64
0	0	0
586	1303	979
20460	14754	12966
0	0	0
1089	1013	850
148	173	195
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
180	102	202
0	0	0
0	0	0
702	804	573
0	0	0
0	0	0
1	3	9
0	0	0
0	0	0
0	0	0
205	249	213
0	0	0
1	2	1
406	422	245
0	0	0
0	0	0
0	0	0
0	0	0
235	175	298
0	0	0
0	0	1
0	0	0
1134	1165	979
945	1286	984
2342	2223	1945
0	0	0
0	0	0
0	0	0
2	0	0
22	23	12
82	87	55
0	0	0
0	0	0
225	354	347
292	414	832
0	2	0
0	0	0
0	0	0
0	0	0
1190	1389	1170
347	253	216
0	0	0
1366	1638	1256
