C61	C62
AT4G00550	350	288
AT4G00560	289	200
AT4G00570	1468	1128
AT4G03665	0	0
AT4G00580	0	0
AT4G00585	1167	924
AT4G00590	87	65
AT4G00600	0	0
AT4G00610	0	0
AT4G00620	374	185
AT4G00630	1124	789
AT4G00650	159	119
AT4G03675	0	0
AT4G00651	1	5
AT4G03685	0	0
AT4G00660	1160	1081
AT4G03705	1	0
AT4G00670	479	300
AT4G00680	621	711
AT4G00690	59	30
AT4G03715	0	0
AT4G00695	26	7
AT4G00700	1508	1585
AT4G00710	1575	1164
AT4G00720	2192	1748
AT4G00730	508	347
AT4G00740	1238	975
AT4G00750	51	64
AT4G03725	0	0
AT4G00752	292	221
AT4G00755	300	270
AT4G00760	186	104
AT4G03755	1	0
AT4G00770	49	32
AT4G00780	28	92
AT4G00800	1229	896
AT4G00810	1771	1073
AT4G00820	812	551
AT4G00830	1423	1130
AT4G00840	294	215
AT4G00850	47	59
AT4G00860	2017	1639
AT4G00870	0	0
AT4G00872	0	0
AT4G00880	497	456
AT4G00883	2	3
AT4G00885	0	0
AT4G00890	36	43
AT4G00889	0	0
AT4G03765	0	0
AT4G00893	5	1
AT4G00895	242	334
AT4G00900	2117	1903
AT4G00910	83	54
AT4G00905	117	92
AT4G00920	0	0
AT4G00925	0	0
AT4G03785	0	0
AT4G00930	261	137
AT4G00940	260	250
AT4G00950	29	38
AT4G00953	0	0
AT4G00955	116	136
AT4G00960	23	17
AT4G00970	0	18
AT4G00975	2	2
AT4G00980	85	42
AT4G00985	0	0
AT4G03805	0	0
AT4G03815	2	0
AT4G00990	557	396
AT4G01000	1568	1256
AT4G01010	54	48
AT4G01020	304	270
AT4G01023	0	1
AT4G01026	75	46
AT4G03845	1	1
AT4G01030	21	11
AT4G01037	108	101
AT4G01040	461	353
AT4G01050	377	871
AT4G01060	2	7
AT4G01070	2640	2666
AT4G01080	5	55
AT4G03855	0	0
AT4G01090	418	370
AT4G01100	2898	1971
AT4G01110	180	185
AT4G01120	1065	740
AT4G01130	0	1
AT4G01140	372	278
AT4G01150	298	891
AT4G01160	0	0
AT4G01170	0	0
AT4G01180	0	0
AT4G01190	3	0
AT4G01200	56	31
AT4G01210	826	587
AT4G01220	212	160
AT4G01230	3	1
AT4G01240	121	79
AT4G01250	56	57
AT4G01245	0	0
AT4G01260	1	0
AT4G01270	41	41
AT4G01280	368	290
AT4G01290	2718	2143
AT4G01310	320	457
AT4G01320	1374	949
AT4G01330	785	576
AT4G01335	9	7
AT4G01340	2	3
AT4G01350	435	411
AT4G01355	0	0
AT4G01360	18	12
AT4G01370	816	675
AT4G01380	41	18
AT4G01390	439	397
AT4G01395	1286	1080
AT4G01400	32	28
AT4G01410	157	112
AT4G01420	0	0
AT4G01430	223	151
AT4G01435	3	2
AT4G01440	501	338
AT4G01450	1645	1194
AT4G01460	5	8
AT4G01470	2	0
AT4G01480	2061	1923
AT4G03875	0	0
AT4G01500	0	2
AT4G01510	50	17
AT4G01516	0	0
AT4G01520	0	0
AT4G01533	22	12
AT4G01535	0	0
AT4G01540	336	291
AT4G01550	157	158
AT4G01560	639	356
AT4G01570	227	146
AT4G03895	1	2
AT4G01575	36	41
AT4G01580	8	3
AT4G03905	0	0
AT4G03915	0	0
AT4G03925	2	0
AT4G01590	520	369
AT4G01593	278	162
AT4G01595	2	0
AT4G01600	49	43
AT4G01610	3904	3873
AT4G01630	91	72
AT4G01640	0	0
AT4G01650	186	121
AT4G01660	844	698
AT4G01670	67	54
AT4G03955	7	3
AT4G01671	0	0
AT4G01680	289	268
AT4G01690	746	660
AT4G01700	494	445
AT4G03985	3	7
AT4G01703	0	0
AT4G01710	173	125
AT4G01720	489	511
AT4G01730	184	122
AT4G01735	15	9
AT4G01740	186	127
AT4G01750	419	411
AT4G01760	15	4
AT4G01770	91	59
AT4G01780	1	0
AT4G01790	79	38
AT4G01800	635	659
AT4G01810	1070	896
AT4G01820	23	20
AT4G01830	40	56
AT4G01840	120	132
AT4G01850	11260	8854
AT4G01860	658	461
AT4G01865	0	0
AT4G01870	336	413
AT4G01880	208	135
AT4G01883	62	85
AT4G03995	0	2
AT4G01890	39	21
AT4G01895	33	25
AT4G01897	151	135
AT4G04005	0	0
AT4G01900	546	421
AT4G01910	357	380
AT4G01915	27	17
AT4G01920	145	155
AT4G01925	91	43
AT4G04015	6	7
AT4G01930	48	16
AT4G01935	19	31
AT4G01940	314	314
AT4G04035	1	0
AT4G01950	305	304
AT4G01960	331	272
AT4G01970	84	59
AT4G01985	4	0
AT4G01990	88	72
AT4G01995	34	38
AT4G02000	0	0
AT4G02005	39	41
AT4G02010	786	576
AT4G02020	758	545
AT4G02030	705	533
AT4G04055	3	4
AT4G02040	54	45
AT4G02050	1124	1039
AT4G02060	448	248
AT4G02055	0	0
AT4G02070	258	160
AT4G02075	145	170
AT4G02080	1776	1542
AT4G02090	503	499
AT4G02100	584	513
AT4G02110	161	101
AT4G02120	751	559
AT4G02130	484	420
AT4G02140	2	2
AT4G04065	0	0
AT4G02150	700	488
AT4G02160	5	3
AT4G02170	11	10
AT4G02180	88	93
AT4G02190	2	0
AT4G02195	127	113
AT4G02200	150	107
AT4G04075	0	0
AT4G02210	168	133
AT4G02220	380	218
AT4G02230	2566	1826
AT4G02235	0	0
AT4G02250	0	0
AT4G02260	304	239
AT4G02270	2401	2764
AT4G02280	215	238
AT4G02290	1221	845
AT4G04085	0	0
AT4G02300	0	0
AT4G02310	0	0
AT4G02320	4	4
AT4G04095	0	0
AT4G04115	0	0
AT4G02330	59	51
AT4G02340	308	237
AT4G02350	963	922
AT4G02360	22	22
AT4G02370	724	744
AT4G02380	1899	1535
AT4G04125	0	0
AT4G02390	187	132
AT4G02400	791	446
AT4G02405	162	168
AT4G02410	207	233
AT4G02420	15	30
AT4G02425	108	52
AT4G02430	501	270
AT4G02440	456	381
AT4G02450	3070	2079
AT4G04135	26	19
AT4G02460	123	74
AT4G02465	0	0
AT4G02480	4646	3818
AT4G02482	12	9
AT4G02485	44	18
AT4G02489	0	0
AT4G02500	2137	1526
AT4G02510	2836	2650
AT4G02520	2042	2161
AT4G02530	137	240
AT4G04185	0	0
AT4G04195	0	0
AT4G02540	953	717
AT4G02541	0	0
AT4G02550	138	97
AT4G02555	0	0
AT4G04205	0	0
AT4G02560	567	386
AT4G02570	4027	3304
AT4G02580	2514	1938
AT4G02590	1137	804
AT4G04215	0	0
AT4G02600	610	477
AT4G02610	232	154
AT4G02620	1630	1421
AT4G04225	2	1
AT4G02630	117	181
AT4G02640	1066	871
AT4G02650	39	25
AT4G02655	0	0
AT4G02660	271	161
AT4G02670	0	1
AT4G04235	0	0
AT4G02680	868	757
AT4G02690	1	0
AT4G02700	46	35
AT4G02710	626	398
AT4G04275	1	0
AT4G02715	839	668
AT4G04285	0	0
AT4G02725	99	113
AT4G02720	787	595
AT4G02730	151	119
AT4G04295	0	0
AT4G02733	0	0
AT4G02735	0	0
AT4G02740	328	283
AT4G02750	37	33
AT4G02760	270	209
AT4G02770	323	1653
AT4G02780	4	0
AT4G02790	78	92
AT4G02800	204	108
AT4G02810	56	28
AT4G02820	228	148
AT4G02830	213	154
AT4G02840	687	445
AT4G02850	124	94
AT4G02860	803	622
AT4G02870	0	0
AT4G04305	0	0
AT4G02880	323	273
AT4G04325	0	0
AT4G02890	3058	3170
AT4G04335	2	2
AT4G02900	70	54
AT4G04345	0	0
AT4G02910	0	0
AT4G02920	1186	1192
AT4G02930	2780	1578
AT4G04355	0	0
AT4G02940	1042	882
AT4G02950	0	0
AT4G02970	3	1
AT4G02980	350	275
AT4G02990	180	144
AT4G03000	569	457
AT4G03010	61	45
AT4G03020	1236	1200
AT4G03030	610	555
AT4G03038	0	0
AT4G03039	0	0
AT4G04365	0	0
AT4G03040	0	0
AT4G03050	0	0
AT4G04385	0	0
AT4G03070	45	53
AT4G03080	747	657
AT4G04425	1	1
AT4G03090	287	137
AT4G03100	214	145
AT4G03110	952	817
AT4G03115	55	67
AT4G03113	0	0
AT4G03120	273	234
AT4G03130	20	14
AT4G03135	0	0
AT4G03140	147	93
AT4G04435	29	22
AT4G03150	47	56
AT4G03153	0	0
AT4G03156	0	0
AT4G03157	0	0
AT4G03160	0	0
AT4G03165	0	0
AT4G03170	0	0
AT4G03175	0	0
AT4G03180	243	217
AT4G04445	0	0
AT4G03190	1560	859
AT4G04455	2	0
AT4G03200	545	481
AT4G03205	92	48
AT4G03210	488	355
AT4G03220	0	1
AT4G03230	291	171
AT4G03240	268	228
AT4G03250	151	76
AT4G03260	2049	1765
AT4G03270	16	23
AT4G03280	179	1403
AT4G03285	0	0
AT4G03290	0	1
AT4G03292	14	6
AT4G04465	0	0
AT4G03295	0	0
AT4G04475	0	1
AT4G04485	4	4
AT4G03298	2	1
AT4G03320	381	361
AT4G03330	181	193
AT4G04505	0	0
AT4G03340	138	132
AT4G04515	0	0
AT4G04535	0	0
AT4G04565	33	9
AT4G04585	0	0
AT4G03350	0	0
AT4G03360	0	0
AT4G03370	0	0
AT4G04615	1	2
AT4G03380	0	1
AT4G03390	895	670
AT4G04625	0	0
AT4G03400	252	190
AT4G03410	78	63
AT4G03405	0	0
AT4G03415	437	320
AT4G03420	280	276
AT4G03430	1316	913
AT4G03435	0	0
AT4G03438	0	0
AT4G03440	57	50
AT4G03443	0	0
AT4G03445	3	5
AT4G03450	4	0
AT4G04645	0	0
AT4G03455	0	0
AT4G03460	28	19
AT4G03470	11	6
AT4G03480	43	28
AT4G03490	142	129
AT4G03495	1	0
AT4G03500	250	226
AT4G03505	1	0
AT4G03510	196	219
AT4G03520	985	1133
AT4G03540	210	244
AT4G03550	1359	1055
AT4G03560	2312	1938
AT4G03565	0	0
AT4G03566	0	0
AT4G03570	0	0
AT4G03580	0	0
AT4G03590	0	0
AT4G03600	18	20
AT4G03610	265	195
AT4G03620	3	1
AT4G03625	0	0
AT4G03630	0	0
AT4G03635	60	71
AT4G04665	0	0
AT4G03645	0	0
AT4G03728	0	0
AT4G03740	0	0
AT4G03811	0	0
AT4G04675	0	0
AT4G03820	278	253
AT4G04755	0	0
AT4G04765	0	0
AT4G03830	0	0
AT4G03935	28	20
AT4G03930	0	0
AT4G03940	24	19
AT4G03945	0	0
AT4G03950	0	0
AT4G03960	67	57
AT4G03965	17	6
AT4G04020	233	812
AT4G04025	17	7
AT4G04030	0	0
AT4G04040	540	486
AT4G04077	0	0
AT4G04078	0	0
AT4G04080	0	0
AT4G04090	0	0
AT4G04110	0	0
AT4G04785	0	0
AT4G04180	64	52
AT4G04190	39	28
AT4G04200	163	117
AT4G04210	692	565
AT4G04221	82	51
AT4G04220	55	25
AT4G04223	16	7
AT4G04260	0	0
AT4G04265	0	0
AT4G04795	0	0
AT4G04805	0	0
AT4G04315	0	0
AT4G04320	359	298
AT4G04330	0	2
AT4G04340	942	815
AT4G04350	137	109
AT4G04360	12	5
AT4G04370	52	27
AT4G04402	0	0
AT4G04404	0	0
AT4G04815	0	0
AT4G04825	0	0
AT4G04835	6	1
AT4G04855	0	0
AT4G04865	0	0
AT4G04415	0	0
AT4G04875	0	0
AT4G04895	0	0
AT4G04423	0	0
AT4G04450	2	1
AT4G04460	373	497
AT4G04470	392	282
AT4G04480	0	0
AT4G04490	10	6
AT4G04500	0	0
AT4G04510	0	0
AT4G04540	0	0
AT4G04555	0	0
AT4G04570	13	81
AT4G04580	0	0
AT4G04601	0	0
AT4G04605	0	0
AT4G04905	0	0
AT4G04610	1587	1494
AT4G04614	278	224
AT4G04620	238	194
AT4G04630	71	55
AT4G04632	0	0
AT4G04640	410	1639
AT4G04650	0	0
AT4G04945	0	0
AT4G04670	231	103
AT4G04680	2	0
AT4G04690	0	0
AT4G04695	175	161
AT4G04700	89	73
AT4G04710	1	4
AT4G04720	785	624
AT4G04730	0	1
AT4G04740	427	281
AT4G04745	378	343
AT4G04965	0	0
AT4G04750	140	151
AT4G04760	6	9
AT4G04770	1023	1094
AT4G04775	0	0
AT4G04780	198	115
AT4G04975	0	0
AT4G04790	58	39
AT4G04800	437	405
AT4G04810	161	105
AT4G04830	1577	1243
AT4G04995	0	0
AT4G04840	115	223
AT4G05005	0	0
AT4G04850	347	494
AT4G04860	453	368
AT4G05015	0	0
AT4G04870	142	100
AT4G04880	69	82
AT4G04885	520	473
AT4G04890	236	232
AT4G04900	46	71
AT4G04910	1503	1266
AT4G04920	916	708
AT4G04925	128	108
AT4G04930	4	2
AT4G04940	427	261
AT4G04950	835	601
AT4G04955	901	711
AT4G04957	0	0
AT4G04960	397	337
AT4G04970	549	442
AT4G04972	39	26
AT4G04980	1	0
AT4G04985	0	0
AT4G04990	184	143
AT4G05000	207	185
AT4G05010	195	171
AT4G05018	1	3
AT4G05020	1166	977
AT4G05030	0	0
AT4G05040	146	130
AT4G05025	0	0
AT4G05045	0	0
AT4G05055	0	0
AT4G05048	0	0
AT4G05050	6733	7075
AT4G05060	350	290
AT4G05065	4	5
AT4G05070	500	558
AT4G05071	0	0
AT4G05080	0	0
AT4G05090	96	90
AT4G05091	2	2
AT4G05095	33	55
AT4G05097	0	1
AT4G05100	601	524
AT4G05110	0	11
AT4G05105	0	0
AT4G05120	113	67
AT4G05130	3	0
AT4G05140	0	0
AT4G05075	0	0
AT4G05150	2251	2090
AT4G05160	1025	876
AT4G05170	160	145
AT4G05180	135	952
AT4G05190	485	311
AT4G05200	1082	1032
AT4G05210	32	13
AT4G05220	21	37
AT4G05230	0	0
AT4G05240	0	0
AT4G05250	0	0
AT4G05260	0	0
AT4G05270	0	0
AT4G05085	0	0
AT4G05310	0	0
AT4G05320	24140	26115
AT4G05330	120	97
AT4G05115	0	0
AT4G05125	0	0
AT4G05340	0	0
AT4G05350	0	0
AT4G05360	0	0
AT4G05135	1	0
AT4G05380	0	0
AT4G05390	1047	769
AT4G05400	392	259
AT4G05155	0	0
AT4G05410	434	229
AT4G05420	1558	1356
AT4G05430	6	9
AT4G05440	214	139
AT4G05450	188	118
AT4G05460	261	201
AT4G05470	0	2
AT4G05475	0	0
AT4G05490	0	0
AT4G05497	0	0
AT4G05508	0	0
AT4G05520	253	123
AT4G05523	0	0
AT4G05530	701	549
AT4G05540	0	0
AT4G05553	0	0
AT4G05555	0	0
AT4G05590	278	280
AT4G05612	0	0
AT4G05620	0	0
AT4G05630	0	0
AT4G05631	35	60
AT4G05632	0	0
AT4G06479	0	0
AT4G06490	0	0
AT4G06526	0	0
AT4G06534	197	178
AT4G06536	116	114
AT4G06639	0	0
AT4G06583	0	0
AT4G06598	88	66
AT4G06599	447	323
AT4G05205	0	0
AT4G06643	0	0
AT4G06634	292	193
AT4G06655	0	0
AT4G06676	400	344
AT4G06688	0	0
AT4G06701	181	70
AT4G06744	2966	2821
AT4G06746	21	14
AT4G07325	0	0
AT4G07350	0	0
AT4G07380	0	0
AT4G07390	750	540
AT4G07400	36	56
AT4G07410	1523	893
AT4G07408	2	1
AT4G07445	0	0
AT4G07455	59	26
AT4G07515	0	0
AT4G07524	0	0
AT4G07526	0	0
AT4G07666	0	0
AT4G07670	0	0
AT4G07675	0	0
AT4G07740	0	0
AT4G05215	0	0
AT4G07820	26	23
AT4G05225	0	0
AT4G07825	504	444
AT4G07835	0	0
AT4G05235	0	0
AT4G05245	0	0
AT4G07868	0	0
AT4G07932	0	0
AT4G05255	0	0
AT4G07940	4	3
AT4G05275	0	0
AT4G07950	190	115
AT4G07960	292	271
AT4G07965	0	0
AT4G07990	332	282
AT4G05285	1	0
AT4G05295	0	0
AT4G07995	0	0
AT4G08025	0	0
AT4G08028	0	0
AT4G08035	237	120
AT4G08039	0	0
AT4G08040	9	39
AT4G05305	0	0
AT4G05315	1	1
AT4G05335	0	0
AT4G08097	0	0
AT4G08116	0	0
AT4G05355	0	0
AT4G08140	0	0
AT4G08150	190	157
AT4G05365	0	0
AT4G05375	0	0
AT4G05385	0	0
AT4G08160	307	388
AT4G08170	199	148
AT4G08180	1196	992
AT4G08190	0	0
AT4G08210	15	13
AT4G08230	772	600
AT4G08240	161	128
AT4G08250	14	10
AT4G08260	0	0
AT4G08263	0	0
AT4G08267	0	0
AT4G08270	0	0
AT4G08280	286	211
AT4G08290	883	610
AT4G08300	1689	1123
AT4G08310	663	338
AT4G08320	471	360
AT4G05395	7	0
AT4G08330	204	190
AT4G05405	0	0
AT4G08345	0	0
AT4G08350	1572	1199
AT4G05415	0	0
AT4G08360	4	5
AT4G05425	0	0
AT4G05435	0	0
AT4G08370	0	0
AT4G08380	0	1
AT4G08390	1693	1309
AT4G05445	0	0
AT4G08395	0	0
AT4G05455	0	0
AT4G08400	1372	1848
AT4G08406	0	0
AT4G08410	2389	3060
AT4G08430	0	0
AT4G05465	0	0
AT4G05485	0	0
AT4G08450	39	35
AT4G05525	20	8
AT4G05535	1	1
AT4G08455	117	108
AT4G08460	971	591
AT4G08470	252	141
AT4G05545	0	0
AT4G08480	275	213
AT4G08485	0	0
AT4G08500	468	419
AT4G08510	265	186
AT4G08520	1319	985
AT4G08530	0	0
AT4G08535	13	9
AT4G05565	0	0
AT4G08540	341	245
AT4G08545	3	0
AT4G08550	0	0
AT4G08555	41	37
AT4G08560	0	0
AT4G08570	118	88
AT4G08580	386	250
AT4G08590	231	143
AT4G08593	0	0
AT4G08620	160	215
AT4G08630	0	0
AT4G08640	0	0
AT4G08670	0	0
AT4G08685	385	297
AT4G08690	809	633
AT4G08691	0	0
AT4G08700	71	55
AT4G08730	0	0
AT4G08740	0	0
AT4G08760	0	0
AT4G08770	732	538
AT4G08780	230	95
AT4G08790	99	65
AT4G08800	0	0
AT4G08810	1143	890
AT4G08840	0	0
AT4G05605	0	0
AT4G08850	1635	1594
AT4G08870	0	145
AT4G05615	0	0
AT4G08869	0	0
AT4G05625	0	0
AT4G08867	0	0
AT4G05645	0	1
AT4G08868	7	8
AT4G05650	0	0
AT4G08874	0	0
AT4G08875	0	0
AT4G08876	0	0
AT4G08878	0	0
AT4G08895	0	0
AT4G05655	0	0
AT4G05660	0	0
AT4G08900	294	275
AT4G08910	0	1
AT4G05665	0	0
AT4G05670	1	0
AT4G05675	0	0
AT4G08920	769	842
AT4G08930	775	738
AT4G08940	51	57
AT4G05680	1	0
AT4G08950	773	822
AT4G08960	403	304
AT4G08980	836	646
AT4G08990	5	4
AT4G09000	7928	7208
AT4G05685	4	9
AT4G09010	17	243
AT4G05690	0	0
AT4G09012	20	29
AT4G09020	236	132
AT4G09030	737	556
AT4G09035	3	2
AT4G09040	159	144
AT4G09060	86	47
AT4G05695	0	0
AT4G09070	0	0
AT4G09080	23	4
AT4G09090	0	0
AT4G09100	46	55
AT4G09110	25	32
AT4G09120	2	7
AT4G09130	16	14
AT4G09140	270	173
AT4G09150	1246	1070
AT4G09153	0	0
AT4G09160	533	368
AT4G09170	3	2
AT4G09180	366	301
AT4G05700	0	0
AT4G09190	0	0
AT4G09200	0	0
AT4G09210	0	0
AT4G09250	0	0
AT4G09260	0	0
AT4G09300	57	40
AT4G09310	0	0
AT4G05705	0	0
AT4G05710	0	0
AT4G09320	4437	3063
AT4G09340	337	281
AT4G09350	0	70
AT4G05715	0	0
AT4G09355	0	0
AT4G09360	0	0
AT4G09420	142	132
AT4G09430	0	0
AT4G09432	40	27
AT4G09435	1	0
AT4G09440	0	0
AT4G09450	0	0
AT4G05720	0	0
AT4G09460	211	246
AT4G09462	0	0
AT4G09464	0	0
AT4G09465	0	0
AT4G09466	0	0
AT4G09467	0	0
AT4G09490	41	41
AT4G09500	73	53
AT4G09510	211	152
AT4G09520	279	189
AT4G09530	0	0
AT4G09545	0	0
AT4G09550	137	79
AT4G09560	163	170
AT4G09570	619	536
AT4G09580	286	273
AT4G09585	0	0
AT4G09589	0	0
AT4G09590	0	0
AT4G09600	0	0
AT4G09610	0	0
AT4G09620	249	246
AT4G09630	875	676
AT4G09640	109	122
AT4G05730	0	0
AT4G09647	0	0
AT4G09649	3	4
AT4G09650	247	1229
AT4G09660	0	0
AT4G09670	860	828
AT4G09680	655	341
AT4G09690	1	2
AT4G09720	533	377
AT4G09730	389	253
AT4G09731	0	0
AT4G09740	0	0
AT4G09750	538	553
AT4G09760	274	255
AT4G09770	56	39
AT4G09775	0	0
AT4G09780	0	0
AT4G09784	0	0
AT4G09795	0	0
AT4G09800	3339	2437
AT4G09810	109	85
AT4G05735	1	0
AT4G09820	0	0
AT4G09830	1133	914
AT4G09840	21	24
AT4G09850	0	0
AT4G09860	0	0
AT4G09870	1	0
AT4G05740	0	0
AT4G05745	0	0
AT4G09880	0	0
AT4G09890	176	219
AT4G09900	0	19
AT4G09920	1	3
AT4G09930	0	0
AT4G05750	0	0
AT4G09940	3	2
AT4G09950	105	78
AT4G09960	0	1
AT4G09965	0	0
AT4G09970	26	19
AT4G09980	528	366
AT4G09984	0	0
AT4G09990	634	552
AT4G10000	30	38
AT4G10010	4	5
AT4G10020	0	0
AT4G05755	3	1
AT4G10030	304	247
AT4G10040	911	760
AT4G10050	364	254
AT4G10060	1	97
AT4G10070	361	225
AT4G10080	766	790
AT4G10090	91	65
AT4G05760	1	0
AT4G10100	271	278
AT4G10110	267	218
AT4G10115	0	0
AT4G10120	46	623
AT4G10130	173	92
AT4G10140	282	244
AT4G10150	1	6
AT4G05765	0	0
AT4G05770	0	0
AT4G10160	1	1
AT4G10170	150	144
AT4G10180	449	317
AT4G10190	0	0
AT4G10200	1	0
AT4G10210	0	0
AT4G10220	0	0
AT4G10230	0	0
AT4G10240	0	0
AT4G10250	96	112
AT4G10260	4	0
AT4G10265	59	28
AT4G05775	2	0
AT4G10270	310	161
AT4G10280	110	91
AT4G10290	0	0
AT4G10300	173	211
AT4G10305	1	0
AT4G10310	1067	720
AT4G10320	2791	2136
AT4G10330	153	129
AT4G10340	419	3760
AT4G10345	0	0
AT4G10350	30	38
AT4G10360	785	799
AT4G10370	176	159
AT4G05780	0	0
AT4G10380	1714	1270
AT4G10390	203	228
AT4G10400	83	64
AT4G10410	0	0
AT4G10420	27	22
AT4G10430	686	645
AT4G10440	2	0
AT4G10450	1101	709
AT4G10457	0	0
AT4G10465	2	3
AT4G10470	78	63
AT4G10480	3261	2274
AT4G05785	8	7
AT4G10490	2	0
AT4G05790	2	0
AT4G05795	0	0
AT4G10500	120	125
AT4G10507	1	0
AT4G10510	36	36
AT4G10520	0	0
AT4G10530	1	6
AT4G10540	0	0
AT4G10550	238	300
AT4G10560	36	32
AT4G10570	491	449
AT4G10590	592	492
AT4G10595	0	0
AT4G05800	0	0
AT4G10600	0	0
AT4G10603	0	0
AT4G10610	1099	875
AT4G10613	0	0
AT4G10620	247	155
AT4G10630	120	53
AT4G10640	101	67
AT4G10650	17	9
AT4G05805	0	0
AT4G10660	0	0
AT4G10670	0	0
AT4G10680	0	0
AT4G10695	0	0
AT4G10700	0	0
AT4G10710	1562	1309
AT4G10720	21	17
AT4G10730	776	576
AT4G05810	0	0
AT4G10740	0	0
AT4G10750	500	458
AT4G05815	2	0
AT4G10760	463	280
AT4G10767	0	0
AT4G10770	418	562
AT4G10780	16	21
AT4G10790	794	635
AT4G10800	54	42
AT4G10810	510	505
AT4G10815	0	0
AT4G10820	1	0
AT4G10840	3512	3145
AT4G10843	11	13
AT4G05840	0	0
AT4G10850	1	0
AT4G10860	0	2
AT4G10870	0	0
AT4G10880	0	0
AT4G10890	166	76
AT4G10895	0	0
AT4G10920	416	292
AT4G10910	0	6
AT4G10925	175	159
AT4G10930	567	335
AT4G10950	2	1
AT4G10955	153	104
AT4G10960	238	186
AT4G10970	397	280
AT4G11000	2	0
AT4G11010	3981	3110
AT4G11020	13	12
AT4G11030	0	0
AT4G11040	3	1
AT4G11050	185	138
AT4G11060	240	165
AT4G11070	0	0
AT4G11080	352	202
AT4G05845	0	1
AT4G11090	164	132
AT4G11100	4	25
AT4G11110	660	536
AT4G11120	500	303
AT4G11130	173	185
AT4G05850	0	0
AT4G05855	0	0
AT4G05860	0	0
AT4G11140	21	12
AT4G11150	6385	5409
AT4G11160	806	569
AT4G11170	2	2
AT4G11175	46	86
AT4G11177	0	0
AT4G11180	0	0
AT4G11190	277	225
AT4G11210	664	543
AT4G11211	192	161
AT4G11213	0	0
AT4G11216	0	0
AT4G11220	1971	1877
AT4G11230	215	179
AT4G11240	931	658
AT4G11250	0	0
AT4G11260	2389	1714
AT4G11270	988	832
AT4G11280	171	355
AT4G11290	2069	1714
AT4G11300	296	300
AT4G05870	0	0
AT4G05865	0	0
AT4G11310	0	0
AT4G05875	0	0
AT4G11320	8934	6679
AT4G11330	129	112
AT4G11340	0	0
AT4G11350	92	56
AT4G11355	0	0
AT4G11360	515	463
AT4G11370	14	9
AT4G11373	0	0
AT4G11380	1940	1782
AT4G11385	0	0
AT4G11390	1	0
AT4G11393	3	0
AT4G11400	22	17
AT4G11402	0	0
AT4G11405	0	0
AT4G11410	269	168
AT4G11420	4400	2758
AT4G11430	0	0
AT4G05880	2	0
AT4G05885	0	0
AT4G11440	100	74
AT4G11450	256	151
AT4G11460	2	35
AT4G11470	4	1
AT4G11480	0	0
AT4G11485	3	3
AT4G11490	0	0
AT4G11510	0	0
AT4G11521	0	5
AT4G11530	213	208
AT4G05890	0	0
AT4G11540	0	0
AT4G11543	3	4
AT4G11547	11	39
AT4G05895	0	0
AT4G11550	35	44
AT4G11560	747	547
AT4G11570	552	808
AT4G11580	0	0
AT4G11590	0	0
AT4G11600	2096	2021
AT4G05900	0	0
AT4G11610	280	155
AT4G11630	332	214
AT4G11640	31	13
AT4G05905	0	0
AT4G11650	283	265
AT4G11653	0	0
AT4G11655	21	10
AT4G11660	311	220
AT4G05910	0	2
AT4G11670	339	269
AT4G05915	0	0
AT4G11680	357	296
AT4G11690	23	8
AT4G11700	0	0
AT4G11720	9	3
AT4G11730	0	0
AT4G11740	677	668
AT4G11745	0	0
AT4G11750	0	0
AT4G11760	0	0
AT4G05920	0	0
AT4G11770	0	0
AT4G11780	121	79
AT4G11790	677	460
AT4G11800	710	571
AT4G05925	0	0
AT4G11810	1	0
AT4G11820	2044	1427
AT4G11830	1423	810
AT4G11840	345	197
AT4G11845	87	45
AT4G11850	1404	1418
AT4G11860	663	590
AT4G11870	1	2
AT4G11880	105	49
AT4G11890	0	0
AT4G11900	0	3
AT4G11910	5	10
AT4G11911	0	0
AT4G11920	155	128
AT4G05930	0	0
AT4G11930	0	0
AT4G11940	0	0
AT4G11950	14	18
AT4G11960	305	319
AT4G11970	161	106
AT4G05935	0	0
AT4G11980	88	65
AT4G11985	0	0
AT4G11990	27	24
AT4G12000	128	135
AT4G12005	5	2
AT4G12010	376	321
AT4G12020	586	412
AT4G12030	541	349
AT4G12040	1767	1747
AT4G05940	0	0
AT4G12050	547	381
AT4G05945	1	0
AT4G05950	0	0
AT4G12060	236	257
AT4G12070	182	182
AT4G12065	0	0
AT4G12080	1005	828
AT4G12090	115	104
AT4G12100	0	1
AT4G12110	389	338
AT4G12115	0	0
AT4G12120	190	149
AT4G05965	0	0
AT4G05970	0	0
AT4G12130	183	126
AT4G12140	0	2
AT4G12150	0	0
AT4G12170	1	1
AT4G05975	0	0
AT4G12190	0	0
AT4G12210	0	0
AT4G12220	0	3
AT4G12230	986	763
AT4G12240	53	38
AT4G12250	257	289
AT4G05980	0	0
AT4G12270	136	113
AT4G12280	0	0
AT4G12290	2	5
AT4G12300	190	207
AT4G12310	26	80
AT4G12320	1	116
AT4G12330	308	342
AT4G12334	0	0
AT4G12340	874	674
AT4G12350	33	33
AT4G12360	18	12
AT4G05985	0	0
AT4G12370	2	1
AT4G12380	0	0
AT4G12382	8	12
AT4G12390	639	505
AT4G12400	3445	2578
AT4G12405	1	0
AT4G12410	6	6
AT4G12420	3733	2760
AT4G12430	49	35
AT4G12440	22	35
AT4G12450	128	83
AT4G12460	646	478
